<TYPE>=CHROM
<LAB NAME>=SRI Instruments
<CLIENT>=Valued Customer
<CLIENT ID>=N2024
<COLLECTION DATE>=
<HOLDING TIME>=
<METHOD>=Syringe Injection
<LAB ID>=
<DESCRIPTION>=CH 2_TCD
<COLUMN>=RESTEK 15METER MXT-1
<CARRIER>=HELIUM AT 5 PSI
<TEMPERATURE>=C:\peak444-64bit\Calibration\Tempature-2016.10.tem
<EVENTS>=C:\peak444-64bit\Calibration\Events-201610-Syringe.evt
<COMPONENTS>=C:\peak444-64bit\Calibration\Components-201610-CH2_TCD.cpt
<SAMPLE>=RUN1
<OPERATOR>=
<QC BATCH>=
<CONDITIONS>=TYPE YOUR COMMENTS HERE
<DATE>= 5- 6-2017
<TIME>= 1: 5: 6
<RATE>=5Hz
<SIZE>=2790
<SAMP WEIGHT>=1.000000
<STD WEIGHT>=1.000000
<CONTROL FILENAME>=C:\peak444-64bit\Calibration\Control-2016.10-Syringe.CON
-10,-10
-10,0
-14,0
-19,0
-20,3
-28,-1
-33,-2
-36,-1
-42,-3
-45,-2
-47,0
-39,0
-28,0
-4,12
31,36
74,68
147,130
232,204
318,278
1516,1465
220660,220598
390188,390114
474529,474444
512700,512604
314308,314200
158868,158749
86371,86241
57976,57834
47453,47300
42835,42671
39700,39524
36777,36590
33897,33699
31155,30945
28668,28447
26477,26245
24596,24352
23009,22754
21670,21403
20551,20273
19607,19318
18817,18516
18138,17826
17570,17247
17080,16745
16661,16315
16310,15953
15997,15628
15734,15354
15497,15106
15288,14885
15103,14689
14945,14520
14806,14369
14681,14233
14576,14117
14490,14019
14427,13945
14375,13882
14345,13840
14325,13809
14325,13797
14349,13810
14375,13825
14415,13854
14451,13878
14485,13901
14521,13926
14558,13952
14604,13986
14658,14029
14715,14075
14780,14128
14850,14187
14917,14243
14996,14311
15073,14376
15156,14448
15252,14533
15345,14614
15450,14708
15551,14798
15660,14896
15768,14992
15879,15092
15997,15199
16110,15300
16229,15408
16350,15518
16479,15636
16609,15754
16751,15885
16886,16009
17023,16135
17162,16262
17291,16380
17425,16503
17555,16621
17698,16753
17849,16893
18008,17041
18170,17191
18332,17342
18492,17491
18637,17624
18774,17750
18889,17854
18996,17950
19096,18038
19193,18124
19292,18212
19391,18299
19491,18388
19585,18471
19693,18568
19799,18662
19921,18773
20053,18894
20194,19024
20344,19162
20486,19293
20633,19429
20762,19546
20893,19666
21023,19785
21147,19898
21279,20018
21407,20135
21545,20262
21681,20386
21825,20519
21959,20642
22091,20763
22223,20883
22351,21000
22488,21126
22620,21246
22747,21362
22872,21476
22991,21584
23105,21686
23223,21793
23342,21901
23465,22013
23597,22133
23724,22249
23856,22370
23980,22482
24109,22600
24238,22718
24371,22840
24500,22957
24613,23059
24731,23166
24833,23256
24944,23356
25057,23458
25173,23563
25291,23669
25394,23761
25504,23860
25598,23942
25692,24025
25790,24112
25864,24175
25927,24226
25970,24258
25998,24275
26010,24276
26008,24262
25992,24235
25960,24192
25913,24133
25854,24063
25782,23980
25699,23886
25622,23797
25544,23708
25481,23634
25431,23572
25390,23520
25353,23472
25315,23423
25282,23378
25244,23329
25210,23284
25172,23234
25127,23178
25073,23113
25016,23045
24955,22972
24882,22888
24816,22811
24745,22729
24678,22650
24611,22572
24537,22487
24462,22400
24383,22310
24311,22227
24239,22144
24171,22064
24096,21978
24019,21890
23951,21810
23870,21718
23792,21629
23704,21530
23610,21424
23506,21309
23401,21193
23299,21079
23190,20959
23096,20854
22995,20742
22900,20635
22802,20526
22706,20419
22618,20320
22522,20212
22430,20109
22327,19995
22233,19889
22137,19782
22044,19678
21951,19574
21845,19456
21743,19343
21638,19227
21539,19116
21442,19008
21349,18904
21243,18787
21139,18671
21034,18555
20922,18432
20820,18318
20713,18200
20610,18086
20503,17968
20403,17856
20307,17749
20208,17639
20114,17534
20013,17421
19914,17311
19812,17198
19712,17086
19612,16975
19504,16856
19404,16745
19303,16632
19212,16530
19107,16414
18997,16292
18886,16170
18768,16041
18663,15925
18558,15808
18456,15695
18344,15572
18234,15450
18116,15321
17994,15188
17880,15063
17765,14936
17660,14820
17554,14703
17452,14590
17350,14476
17253,14368
17164,14268
17072,14164
16987,14068
16895,13965
16810,13869
16722,13769
16632,13668
16540,13565
16447,13460
16358,13360
16270,13261
16186,13166
16091,13059
15998,12955
15908,12854
15816,12750
15727,12650
15637,12549
15538,12439
15432,12321
15329,12207
15221,12088
15117,11973
15025,11869
14932,11765
14843,11665
14756,11566
14675,11474
14589,11377
14507,11284
14427,11192
14338,11092
14252,10995
14163,10894
14076,10796
13986,10695
13899,10597
13815,10501
13733,10408
13648,10312
13559,10211
13475,10116
13387,10017
13314,9933
13241,9848
13167,9763
13094,9679
13012,9586
12929,9491
12842,9393
12755,9295
12659,9187
12570,9087
12482,8988
12396,8891
12329,8812
12262,8734
12203,8664
12132,8581
12059,8497
11985,8412
11916,8332
11851,8255
11780,8173
11704,8086
11619,7989
11545,7904
11480,7828
11419,7756
11352,7677
11277,7591
11196,7499
11110,7402
11030,7310
10943,7212
10861,7119
10783,7029
10712,6947
10653,6877
10595,6808
10545,6746
10490,6680
10441,6620
10389,6556
10334,6490
10283,6428
10231,6365
10181,6303
10121,6232
10068,6168
10003,6091
9940,6017
9871,5937
9791,5846
9719,5762
9636,5668
9567,5588
9491,5501
9413,5411
9339,5326
9261,5237
9193,5157
9126,5079
9065,5007
9006,4937
8954,4873
8902,4810
8854,4751
8808,4693
8764,4638
8719,4582
8663,4515
8613,4453
8560,4389
8517,4335
8485,4291
8443,4238
8399,4183
8350,4123
8303,4064
8261,4011
8216,3955
8156,3884
8082,3798
8012,3717
7940,3634
7880,3562
7818,3489
7756,3416
7693,3342
7631,3268
7574,3200
7512,3127
7458,3061
7399,2991
7353,2934
7314,2884
7271,2829
7235,2782
7200,2736
7163,2687
7125,2638
7088,2590
7034,2525
6984,2463
6939,2407
6891,2348
6856,2302
6809,2243
6756,2179
6698,2110
6645,2045
6599,1988
6562,1940
6528,1895
6477,1832
6432,1776
6381,1714
6338,1659
6300,1610
6256,1555
6210,1498
6149,1425
6100,1365
6044,1298
6001,1243
5965,1196
5926,1146
5895,1104
5857,1054
5817,1003
5776,951
5733,897
5690,842
5653,794
5611,741
5567,685
5524,631
5467,563
5420,505
5379,452
5341,403
5304,355
5261,300
5224,252
5185,202
5162,168
5130,124
5090,73
5057,29
5040,0
5041,698
5071,1424
5121,2171
5195,2941
5310,3753
5463,4602
5668,5504
5918,6449
6212,7440
6525,8449
6856,9476
7203,10520
7551,11564
7918,12628
8283,13689
8637,14740
8977,15776
9301,16797
9609,17801
9904,18793
10207,19792
10496,20777
10784,21762
11070,22744
11344,23715
11630,24697
11926,25690
12232,26692
12560,27717
12893,28746
13235,29784
13584,30830
13935,31877
14297,32936
14666,34001
15054,35086
15450,36178
15842,37267
16229,38350
16602,39420
16971,40485
17346,41556
17715,42622
18080,43683
18429,44729
18774,45770
19121,46814
19475,47864
19824,48910
20170,49952
20512,50991
20847,52022
21190,53061
21536,54104
21882,55146
22235,56196
22597,57254
22970,58324
23359,59409
23747,60494
24130,61573
24501,62640
24853,63689
25192,64724
25526,65755
25849,66774
26177,67799
26507,68825
26832,69847
27165,70876
27490,71898
27813,72917
28139,73939
28463,74960
28790,75983
29117,77007
29447,78033
29774,79057
30104,80083
30441,81117
30771,82143
31109,83177
31436,84201
31751,85212
32068,86226
32376,87230
32684,88235
32998,89245
33304,90248
33604,91244
33910,92247
34216,93249
34524,94253
34836,95262
35137,96259
35435,97254
35733,98248
36035,99247
36336,100244
36641,101246
36939,102240
37228,103226
37522,104216
37801,105191
38084,106171
38362,107145
38636,108116
38894,109070
39157,110030
39425,110994
39688,111954
39967,112929
40233,113891
40489,114844
40736,115787
40979,116727
41218,117662
41466,118607
41712,119549
41954,120488
42209,121439
42455,122382
42699,123322
42933,124252
43152,125168
43360,126072
43571,126980
43787,127892
44001,128803
44215,129713
44423,130618
44634,131525
44841,132428
45043,133327
45240,134220
45436,135113
45642,136015
45848,136918
46062,137828
46275,138738
46477,139636
46672,140528
46859,141411
47047,142295
47234,143179
47425,144066
47618,144956
47800,145834
47969,146700
48138,147565
48296,148420
48456,149276
48620,150137
48780,150993
48954,151863
49114,152720
49275,153577
49438,154437
49591,155286
49751,156143
49905,156993
50055,157840
50193,158674
50330,159507
50462,160336
50598,161168
50752,162019
50901,162864
51062,163722
51207,164563
51354,165407
51491,166240
51619,167065
51746,167888
51848,168686
51959,169494
52059,170290
52161,171089
52265,171889
52371,172692
52466,173483
52556,174270
52650,175060
52730,175836
52822,176625
52912,177411
53002,178198
53100,178992
53198,179787
53303,180588
53393,181375
53481,182159
53554,182929
53631,183702
53709,184476
53787,185251
53872,186032
53950,186807
54043,187596
54122,188372
54200,189146
