# AE file: C:\AES\Matthias\WSe2_sputtered PE/volt cal. factor =        1. Y is volts 
00416.9463 0000.2783 05094  001
00417.4376 0000.2765 05100  001
00417.9289 0000.2771 05106  001
00418.4202 0000.2780 05112  001
00418.9115 0000.2838 05118  001
00419.4028 0000.2805 05124  001
00419.8941 0000.2838 05130  001
00420.3854 0000.2863 05136  001
00420.8767 0000.2814 05142  001
00421.3680 0000.2802 05148  001
00421.8593 0000.2808 05154  001
00422.3506 0000.2798 05160  001
00422.8419 0000.2820 05166  001
00423.3332 0000.2826 05172  001
00423.8245 0000.2835 05178  001
00424.3158 0000.2835 05184  001
00424.8071 0000.2850 05190  001
00425.2984 0000.2844 05196  001
00425.7897 0000.2829 05202  001
00426.2810 0000.2856 05208  001
00426.7723 0000.2838 05214  001
00427.2636 0000.2856 05220  001
00427.7549 0000.2847 05226  001
00428.2462 0000.2853 05232  001
00428.7375 0000.2878 05238  001
00429.2289 0000.2856 05244  001
00429.7202 0000.2841 05250  001
00430.2115 0000.2863 05256  001
00430.7028 0000.2835 05262  001
00431.1941 0000.2814 05268  001
00431.6854 0000.2835 05274  001
00432.1767 0000.2789 05280  001
00432.6680 0000.2798 05286  001
00433.1593 0000.2829 05292  001
00433.6506 0000.2811 05298  001
00434.1419 0000.2808 05304  001
00434.6332 0000.2820 05310  001
00435.1245 0000.2820 05316  001
00435.6158 0000.2847 05322  001
00436.1071 0000.2866 05328  001
00436.5984 0000.2844 05334  001
00437.0897 0000.2841 05340  001
00437.5810 0000.2853 05346  001
00438.0723 0000.2844 05352  001
00438.5636 0000.2805 05358  001
00439.0549 0000.2817 05364  001
00439.5462 0000.2856 05370  001
00440.0375 0000.2835 05376  001
00440.5288 0000.2826 05382  001
00441.0201 0000.2832 05388  001
00441.5114 0000.2829 05394  001
00442.0027 0000.2792 05400  001
00442.4940 0000.2777 05406  001
00442.9854 0000.2771 05412  001
00443.4767 0000.2762 05418  001
00443.9680 0000.2774 05424  001
00444.4593 0000.2774 05430  001
00444.9506 0000.2792 05436  001
00445.4419 0000.2780 05442  001
00445.9332 0000.2808 05448  001
00446.4245 0000.2835 05454  001
00446.9158 0000.2869 05460  001
00447.4071 0000.2884 05466  001
00447.8984 0000.2927 05472  001
00448.3897 0000.2878 05478  001
00448.8810 0000.2884 05484  001
00449.3723 0000.2893 05490  001
00449.8636 0000.2914 05496  001
00450.3549 0000.2863 05502  001
00450.8462 0000.2826 05508  001
00451.3375 0000.2850 05514  001
00451.8288 0000.2856 05520  001
00452.3201 0000.2881 05526  001
00452.8114 0000.2905 05532  001
00453.3027 0000.2908 05538  001
00453.7940 0000.2930 05544  001
00454.2853 0000.2957 05550  001
00454.7766 0000.3003 05556  001
00455.2679 0000.2988 05562  001
00455.7592 0000.2966 05568  001
00456.2505 0000.2933 05574  001
00456.7418 0000.2921 05580  001
00457.2331 0000.2908 05586  001
00457.7244 0000.2917 05592  001
00458.2157 0000.2921 05598  001
00458.7070 0000.2942 05604  001
00459.1983 0000.2924 05610  001
00459.6896 0000.2939 05616  001
00460.1809 0000.2948 05622  001
00460.6722 0000.2936 05628  001
00461.1635 0000.2917 05634  001
00461.6548 0000.2921 05640  001
00462.1461 0000.2948 05646  001
00462.6375 0000.2994 05652  001
00463.1288 0000.2948 05658  001
00463.6201 0000.2945 05664  001
00464.1114 0000.2939 05670  001
00464.6027 0000.2917 05676  001
00465.0940 0000.2908 05682  001
00465.5853 0000.2908 05688  001
00466.0766 0000.2914 05694  001
00466.5679 0000.2893 05700  001
00467.0592 0000.2884 05706  001
00467.5505 0000.2902 05712  001
00468.0418 0000.2924 05718  001
00468.5331 0000.2908 05724  001
00469.0244 0000.2890 05730  001
00469.5157 0000.2893 05736  001
00470.0070 0000.2896 05742  001
00470.4983 0000.2917 05748  001
00470.9896 0000.2927 05754  001
00471.4809 0000.2936 05760  001
00471.9722 0000.2917 05766  001
00472.4635 0000.2921 05772  001
00472.9548 0000.2930 05778  001
00473.4461 0000.2954 05784  001
00473.9374 0000.2930 05790  001
00474.4287 0000.2924 05796  001
00474.9200 0000.2930 05802  001
00475.4113 0000.2954 05808  001
00475.9026 0000.2948 05814  001
00476.3940 0000.2960 05820  001
00476.8853 0000.2991 05826  001
00477.3766 0000.2994 05832  001
00477.8679 0000.3006 05838  001
00478.3592 0000.3003 05844  001
00478.8505 0000.2997 05850  001
00479.3418 0000.2994 05856  001
00479.8331 0000.2951 05862  001
00480.3244 0000.2957 05868  001
00480.8157 0000.2960 05874  001
00481.3070 0000.2951 05880  001
00481.7983 0000.2921 05886  001
00482.2896 0000.2908 05892  001
00482.7809 0000.2936 05898  001
00483.2722 0000.2951 05904  001
00483.7635 0000.2942 05910  001
00484.2548 0000.2972 05916  001
00484.7461 0000.2954 05922  001
00485.2374 0000.2957 05928  001
00485.7287 0000.2939 05934  001
00486.2200 0000.2936 05940  001
00486.7113 0000.2963 05946  001
00487.2026 0000.2972 05952  001
00487.6939 0000.2954 05958  001
00488.1852 0000.2933 05964  001
00488.6765 0000.2942 05970  001
00489.1678 0000.2963 05976  001
00489.6591 0000.2933 05982  001
00490.1504 0000.2902 05988  001
00490.6417 0000.2875 05994  001
00491.1330 0000.2841 06000  001
00491.6243 0000.2847 06006  001
00492.1156 0000.2911 06012  001
00492.6069 0000.2933 06018  001
00493.0982 0000.2957 06024  001
00493.5895 0000.2930 06030  001
00494.0808 0000.2933 06036  001
00494.5721 0000.2924 06042  001
00495.0634 0000.2966 06048  001
00495.5547 0000.2997 06054  001
00496.0461 0000.3009 06060  001
00496.5374 0000.2994 06066  001
00497.0287 0000.3018 06072  001
00497.5200 0000.3003 06078  001
00498.0113 0000.2997 06084  001
00498.5026 0000.2982 06090  001
00498.9939 0000.2985 06096  001
00499.4852 0000.2954 06102  001
00499.9765 0000.2948 06108  001
00500.4678 0000.2921 06114  001
00500.9591 0000.2936 06120  001
00501.4504 0000.2954 06126  001
00501.9417 0000.2982 06132  001
00502.4330 0000.2991 06138  001
00502.9243 0000.2972 06144  001
00503.4156 0000.2985 06150  001
00503.9069 0000.2994 06156  001
00504.3982 0000.2972 06162  001
00504.8895 0000.2982 06168  001
00505.3808 0000.3049 06174  001
00505.8721 0000.3049 06180  001
00506.3634 0000.3049 06186  001
00506.8547 0000.3052 06192  001
00507.3460 0000.3043 06198  001
00507.8373 0000.3030 06204  001
00508.3286 0000.3024 06210  001
00508.8199 0000.2997 06216  001
00509.3112 0000.2994 06222  001
00509.8026 0000.2997 06228  001
00510.2939 0000.2969 06234  001
00510.7852 0000.2960 06240  001
00511.2765 0000.2991 06246  001
00511.7678 0000.2994 06252  001
00512.2590 0000.2969 06258  001
00512.7504 0000.2936 06264  001
00513.2416 0000.2945 06270  001
00513.7330 0000.2994 06276  001
00514.2242 0000.2982 06282  001
00514.7156 0000.3000 06288  001
00515.2068 0000.2972 06294  001
00515.6982 0000.2957 06300  001
00516.1895 0000.2972 06306  001
00516.6808 0000.2985 06312  001
00517.1721 0000.2979 06318  001
00517.6634 0000.2991 06324  001
00518.1547 0000.3049 06330  001
00518.6460 0000.3052 06336  001
00519.1373 0000.3046 06342  001
00519.6286 0000.3043 06348  001
00520.1199 0000.3043 06354  001
00520.6112 0000.3000 06360  001
00521.1025 0000.2988 06366  001
00521.5938 0000.3006 06372  001
00522.0851 0000.2994 06378  001
00522.5764 0000.2969 06384  001
00523.0677 0000.3003 06390  001
00523.5590 0000.3000 06396  001
00524.0503 0000.3006 06402  001
00524.5416 0000.2991 06408  001
00525.0329 0000.3012 06414  001
00525.5242 0000.3043 06420  001
00526.0156 0000.3040 06426  001
00526.5068 0000.3079 06432  001
00526.9982 0000.3061 06438  001
00527.4894 0000.3030 06444  001
00527.9808 0000.3049 06450  001
00528.4720 0000.3107 06456  001
00528.9634 0000.3067 06462  001
00529.4547 0000.3094 06468  001
00529.9460 0000.3088 06474  001
00530.4373 0000.3070 06480  001
00530.9286 0000.3049 06486  001
00531.4199 0000.3055 06492  001
00531.9112 0000.3040 06498  001
00532.4025 0000.3058 06504  001
00019.9735 0000.2228 00246  002
00020.4648 0000.2216 00252  002
00020.9561 0000.2158 00258  002
00021.4475 0000.2002 00264  002
00021.9388 0000.1843 00270  002
00022.4301 0000.1660 00276  002
00022.9214 0000.1532 00282  002
00023.4127 0000.1434 00288  002
00023.9040 0000.1324 00294  002
00024.3953 0000.1083 00300  002
00024.8866 0000.0842 00306  002
00025.3779 0000.0504 00312  002
00025.8692 0000.0150 00318  002
00026.3605 -0000.0226 00324  002
00026.8518 -0000.0696 00330  002
00027.3431 -0000.1260 00336  002
00027.8344 -0000.1825 00342  002
00028.3257 -0000.2527 00348  002
00028.8170 -0000.3290 00354  002
00029.3083 -0000.4196 00360  002
00029.7996 -0000.5231 00366  002
00030.2909 -0000.6357 00372  002
00030.7822 -0000.7608 00378  002
00031.2735 -0000.9021 00384  002
00031.7648 -0001.0629 00390  002
00032.2561 -0001.2363 00396  002
00032.7474 -0001.4539 00402  002
00033.2387 -0001.7270 00408  002
00033.7300 -0002.0050 00414  002
00034.2213 -0002.2366 00420  002
00034.7126 -0002.4048 00426  002
00035.2039 -0002.5208 00432  002
00035.6952 -0002.6059 00438  002
00036.1865 -0002.6575 00444  002
00036.6778 -0002.6865 00450  002
00037.1691 -0002.6929 00456  002
00037.6604 -0002.6813 00462  002
00038.1517 -0002.6572 00468  002
00038.6431 -0002.6294 00474  002
00039.1344 -0002.5916 00480  002
00039.6257 -0002.5500 00486  002
00040.1170 -0002.5006 00492  002
00040.6083 -0002.4490 00498  002
00041.0996 -0002.3959 00504  002
00041.5909 -0002.3404 00510  002
00042.0822 -0002.2842 00516  002
00042.5735 -0002.2241 00522  002
00043.0648 -0002.1606 00528  002
00043.5561 -0002.0993 00534  002
00044.0474 -0002.0364 00540  002
00044.5387 -0001.9714 00546  002
00045.0300 -0001.9073 00552  002
00045.5213 -0001.8405 00558  002
00046.0126 -0001.7819 00564  002
00046.5039 -0001.7194 00570  002
00046.9952 -0001.6553 00576  002
00047.4865 -0001.5930 00582  002
00047.9778 -0001.5341 00588  002
00048.4691 -0001.4810 00594  002
00048.9604 -0001.4224 00600  002
00049.4517 -0001.3672 00606  002
00049.9430 -0001.3132 00612  002
00050.4343 -0001.2622 00618  002
00050.9256 -0001.2128 00624  002
00051.4169 -0001.1642 00630  002
00051.9082 -0001.1163 00636  002
00052.3995 -0001.0736 00642  002
00052.8908 -0001.0275 00648  002
00053.3821 -0000.9879 00654  002
00053.8734 -0000.9470 00660  002
00054.3647 -0000.9042 00666  002
00054.8560 -0000.8661 00672  002
00055.3474 -0000.8273 00678  002
00055.8387 -0000.7928 00684  002
00056.3300 -0000.7541 00690  002
00056.8213 -0000.7224 00696  002
00057.3126 -0000.6903 00702  002
00057.8039 -0000.6573 00708  002
00058.2952 -0000.6250 00714  002
00058.7865 -0000.5945 00720  002
00059.2778 -0000.5640 00726  002
00059.7691 -0000.5371 00732  002
00060.2604 -0000.5081 00738  002
00060.7517 -0000.4834 00744  002
00061.2430 -0000.4614 00750  002
00061.7343 -0000.4355 00756  002
00062.2256 -0000.4147 00762  002
00062.7169 -0000.3918 00768  002
00063.2082 -0000.3690 00774  002
00063.6995 -0000.3516 00780  002
00064.1908 -0000.3360 00786  002
00064.6821 -0000.3180 00792  002
00065.1734 -0000.2982 00798  002
00065.6647 -0000.2777 00804  002
00066.1560 -0000.2628 00810  002
00066.6473 -0000.2484 00816  002
00067.1386 -0000.2298 00822  002
00067.6299 -0000.2094 00828  002
00068.1212 -0000.1962 00834  002
00068.6125 -0000.1764 00840  002
00069.1038 -0000.1566 00846  002
00069.5951 -0000.1364 00852  002
00070.0864 -0000.1178 00858  002
00070.5777 -0000.1050 00864  002
00071.0690 -0000.0900 00870  002
00071.5603 -0000.0781 00876  002
00072.0516 -0000.0668 00882  002
00072.5430 -0000.0540 00888  002
00073.0343 -0000.0449 00894  002
00073.5256 -0000.0317 00900  002
00074.0169 -0000.0211 00906  002
00074.5082 -0000.0156 00912  002
00074.9995 -0000.0073 00918  002
00075.4908 -0000.0009 00924  002
00075.9821 0000.0052 00930  002
00076.4734 0000.0137 00936  002
00076.9647 0000.0165 00942  002
00077.4560 0000.0211 00948  002
00077.9473 0000.0220 00954  002
00078.4386 0000.0238 00960  002
00078.9299 0000.0259 00966  002
00079.4212 0000.0311 00972  002
00079.9125 0000.0299 00978  002
00080.4038 0000.0323 00984  002
00080.8951 0000.0369 00990  002
00081.3864 0000.0412 00996  002
00081.8777 0000.0409 01002  002
00082.3690 0000.0452 01008  002
00082.8603 0000.0479 01014  002
00083.3516 0000.0528 01020  002
00083.8429 0000.0592 01026  002
00084.3342 0000.0653 01032  002
00084.8255 0000.0690 01038  002
00085.3168 0000.0729 01044  002
00085.8081 0000.0769 01050  002
00086.2994 0000.0784 01056  002
00086.7907 0000.0888 01062  002
00087.2820 0000.0958 01068  002
00087.7733 0000.1010 01074  002
00088.2646 0000.1044 01080  002
00088.7559 0000.1111 01086  002
00089.2473 0000.1193 01092  002
00089.7386 0000.1248 01098  002
00090.2299 0000.1300 01104  002
00090.7212 0000.1373 01110  002
00091.2125 0000.1398 01116  002
00091.7038 0000.1431 01122  002
00092.1951 0000.1501 01128  002
00092.6864 0000.1520 01134  002
00093.1777 0000.1532 01140  002
00093.6690 0000.1535 01146  002
00094.1603 0000.1569 01152  002
00094.6516 0000.1602 01158  002
00095.1429 0000.1608 01164  002
00095.6342 0000.1627 01170  002
00096.1255 0000.1642 01176  002
00096.6168 0000.1675 01182  002
00097.1081 0000.1715 01188  002
00097.5994 0000.1776 01194  002
00098.0907 0000.1810 01200  002
00098.5820 0000.1819 01206  002
00099.0733 0000.1801 01212  002
00099.5646 0000.1807 01218  002
00100.0559 0000.1819 01224  002
00100.5472 0000.1831 01230  002
00101.0385 0000.1837 01236  002
00101.5298 0000.1874 01242  002
00102.0211 0000.1868 01248  002
00102.5124 0000.1889 01254  002
00103.0037 0000.1892 01260  002
00103.4950 0000.1877 01266  002
00103.9863 0000.1907 01272  002
00104.4776 0000.1941 01278  002
00104.9689 0000.1944 01284  002
00105.4602 0000.1990 01290  002
00105.9515 0000.2002 01296  002
00106.4428 0000.2048 01302  002
00106.9342 0000.2060 01308  002
00107.4255 0000.2048 01314  002
00107.9168 0000.2100 01320  002
00108.4081 0000.2100 01326  002
00108.8994 0000.2133 01332  002
00109.3907 0000.2167 01338  002
00109.8820 0000.2206 01344  002
00110.3733 0000.2200 01350  002
00110.8646 0000.2222 01356  002
00111.3559 0000.2258 01362  002
00111.8472 0000.2307 01368  002
00112.3385 0000.2286 01374  002
00112.8298 0000.2298 01380  002
00113.3211 0000.2350 01386  002
00113.8124 0000.2359 01392  002
00114.3037 0000.2377 01398  002
00114.7950 0000.2368 01404  002
00115.2863 0000.2368 01410  002
00115.7776 0000.2313 01416  002
00116.2689 0000.2341 01422  002
00116.7602 0000.2347 01428  002
00117.2515 0000.2353 01434  002
00117.7428 0000.2344 01440  002
00118.2341 0000.2301 01446  002
00118.7254 0000.2310 01452  002
00119.2167 0000.2295 01458  002
00119.7080 0000.2289 01464  002
00120.1993 0000.2301 01470  002
00120.6906 0000.2261 01476  002
00121.1819 0000.2234 01482  002
00121.6732 0000.2219 01488  002
00122.1645 0000.2194 01494  002
00122.6558 0000.2158 01500  002
00123.1471 0000.2148 01506  002
00123.6385 0000.2130 01512  002
00124.1298 0000.2173 01518  002
00124.6211 0000.2176 01524  002
00125.1124 0000.2213 01530  002
00125.6037 0000.2203 01536  002
00126.0950 0000.2240 01542  002
00126.5863 0000.2271 01548  002
00127.0776 0000.2277 01554  002
00127.5689 0000.2283 01560  002
00128.0602 0000.2277 01566  002
00128.5515 0000.2274 01572  002
00129.0428 0000.2274 01578  002
00129.5341 0000.2301 01584  002
00130.0254 0000.2304 01590  002
00130.5167 0000.2298 01596  002
00131.0080 0000.2328 01602  002
00131.4993 0000.2353 01608  002
00131.9906 0000.2353 01614  002
00132.4819 0000.2393 01620  002
00132.9732 0000.2405 01626  002
00133.4645 0000.2423 01632  002
00133.9558 0000.2423 01638  002
00134.4471 0000.2414 01644  002
00134.9384 0000.2414 01650  002
00135.4297 0000.2399 01656  002
00135.9210 0000.2408 01662  002
00136.4123 0000.2417 01668  002
00136.9036 0000.2393 01674  002
00137.3949 0000.2429 01680  002
00137.8862 0000.2469 01686  002
00138.3775 0000.2463 01692  002
00138.8688 0000.2487 01698  002
00139.3601 0000.2499 01704  002
00139.8515 0000.2490 01710  002
00140.3428 0000.2496 01716  002
00140.8341 0000.2490 01722  002
00141.3254 0000.2502 01728  002
00141.8167 0000.2545 01734  002
00142.3080 0000.2527 01740  002
00142.7993 0000.2551 01746  002
00143.2906 0000.2515 01752  002
00143.7819 0000.2515 01758  002
00144.2732 0000.2527 01764  002
00144.7645 0000.2518 01770  002
00145.2558 0000.2530 01776  002
00145.7471 0000.2548 01782  002
00146.2384 0000.2530 01788  002
00146.7297 0000.2542 01794  002
00147.2210 0000.2524 01800  002
00147.7123 0000.2493 01806  002
00148.2036 0000.2463 01812  002
00148.6949 0000.2463 01818  002
00149.1862 0000.2460 01824  002
00149.6775 0000.2469 01830  002
00150.1688 0000.2469 01836  002
00150.6601 0000.2457 01842  002
00151.1514 0000.2481 01848  002
00151.6427 0000.2438 01854  002
00152.1340 0000.2429 01860  002
00152.6253 0000.2438 01866  002
00153.1166 0000.2457 01872  002
00153.6079 0000.2463 01878  002
00154.0992 0000.2469 01884  002
00154.5905 0000.2478 01890  002
00155.0818 0000.2481 01896  002
00155.5731 0000.2484 01902  002
00156.0644 0000.2490 01908  002
00156.5557 0000.2478 01914  002
00157.0470 0000.2472 01920  002
00157.5384 0000.2481 01926  002
00158.0297 0000.2502 01932  002
00158.5210 0000.2499 01938  002
00159.0123 0000.2536 01944  002
00159.5036 0000.2505 01950  002
00159.9949 0000.2509 01956  002
00160.4862 0000.2502 01962  002
00160.9775 0000.2466 01968  002
00161.4688 0000.2460 01974  002
00161.9601 0000.2448 01980  002
00162.4514 0000.2417 01986  002
00162.9427 0000.2441 01992  002
00163.4340 0000.2435 01998  002
00163.9253 0000.2435 02004  002
00164.4166 0000.2451 02010  002
00164.9079 0000.2475 02016  002
00165.3992 0000.2466 02022  002
00165.8905 0000.2490 02028  002
00166.3818 0000.2478 02034  002
00166.8731 0000.2493 02040  002
00167.3644 0000.2515 02046  002
00167.8557 0000.2496 02052  002
00168.3470 0000.2490 02058  002
00168.8383 0000.2484 02064  002
00169.3296 0000.2475 02070  002
00169.8209 0000.2533 02076  002
00170.3122 0000.2554 02082  002
00170.8035 0000.2530 02088  002
00171.2948 0000.2533 02094  002
00171.7861 0000.2545 02100  002
00172.2774 0000.2585 02106  002
00172.7687 0000.2615 02112  002
00173.2600 0000.2628 02118  002
00173.7513 0000.2640 02124  002
00174.2426 0000.2640 02130  002
00174.7339 0000.2643 02136  002
00175.2253 0000.2652 02142  002
00175.7166 0000.2649 02148  002
00176.2079 0000.2692 02154  002
00176.6992 0000.2719 02160  002
00177.1905 0000.2701 02166  002
00177.6818 0000.2710 02172  002
00178.1731 0000.2679 02178  002
00178.6644 0000.2689 02184  002
00179.1557 0000.2701 02190  002
00179.6470 0000.2707 02196  002
00180.1383 0000.2728 02202  002
00180.6296 0000.2734 02208  002
00181.1209 0000.2740 02214  002
00181.6122 0000.2716 02220  002
00182.1035 0000.2701 02226  002
00182.5948 0000.2652 02232  002
00183.0861 0000.2640 02238  002
00183.5774 0000.2600 02244  002
00184.0687 0000.2603 02250  002
00184.5600 0000.2570 02256  002
00185.0513 0000.2554 02262  002
00185.5426 0000.2536 02268  002
00186.0339 0000.2518 02274  002
00186.5252 0000.2460 02280  002
00187.0165 0000.2475 02286  002
00187.5078 0000.2487 02292  002
00187.9991 0000.2469 02298  002
00188.4904 0000.2475 02304  002
00188.9817 0000.2472 02310  002
00189.4730 0000.2481 02316  002
00189.9643 0000.2472 02322  002
00190.4556 0000.2454 02328  002
00190.9469 0000.2451 02334  002
00191.4382 0000.2472 02340  002
00191.9296 0000.2518 02346  002
00192.4209 0000.2542 02352  002
00192.9122 0000.2554 02358  002
00193.4035 0000.2542 02364  002
00193.8948 0000.2557 02370  002
00194.3861 0000.2573 02376  002
00194.8774 0000.2573 02382  002
00195.3687 0000.2579 02388  002
00195.8600 0000.2615 02394  002
00196.3513 0000.2612 02400  002
00196.8426 0000.2567 02406  002
00197.3339 0000.2579 02412  002
00197.8252 0000.2591 02418  002
00198.3165 0000.2594 02424  002
00198.8078 0000.2612 02430  002
00199.2991 0000.2643 02436  002
00199.7904 0000.2621 02442  002
00200.2817 0000.2643 02448  002
00200.7730 0000.2646 02454  002
00201.2643 0000.2658 02460  002
00201.7556 0000.2637 02466  002
00202.2469 0000.2640 02472  002
00202.7382 0000.2676 02478  002
00203.2295 0000.2722 02484  002
00203.7208 0000.2704 02490  002
00204.2121 0000.2719 02496  002
00204.7034 0000.2698 02502  002
00205.1947 0000.2725 02508  002
00205.6860 0000.2664 02514  002
00206.1773 0000.2670 02520  002
00206.6686 0000.2682 02526  002
00207.1599 0000.2701 02532  002
00207.6512 0000.2682 02538  002
00208.1425 0000.2676 02544  002
00208.6339 0000.2640 02550  002
00209.1252 0000.2652 02556  002
00209.6165 0000.2664 02562  002
00210.1078 0000.2689 02568  002
00210.5991 0000.2679 02574  002
00211.0904 0000.2667 02580  002
00211.5817 0000.2682 02586  002
00212.0730 0000.2686 02592  002
00212.5643 0000.2698 02598  002
00213.0556 0000.2725 02604  002
00213.5469 0000.2740 02610  002
00214.0382 0000.2753 02616  002
00214.5295 0000.2728 02622  002
00215.0208 0000.2768 02628  002
00215.5121 0000.2792 02634  002
00216.0034 0000.2811 02640  002
00216.4947 0000.2844 02646  002
00216.9860 0000.2826 02652  002
00217.4773 0000.2814 02658  002
00217.9686 0000.2792 02664  002
00218.4599 0000.2783 02670  002
00218.9512 0000.2789 02676  002
00219.4425 0000.2786 02682  002
00219.9338 0000.2780 02688  002
00220.4251 0000.2780 02694  002
00220.9164 0000.2786 02700  002
00221.4077 0000.2765 02706  002
00221.8990 0000.2753 02712  002
00222.3903 0000.2698 02718  002
00222.8816 0000.2686 02724  002
00223.3729 0000.2643 02730  002
00223.8642 0000.2606 02736  002
00224.3555 0000.2655 02742  002
00224.8468 0000.2676 02748  002
00225.3382 0000.2664 02754  002
00225.8295 0000.2625 02760  002
00226.3208 0000.2618 02766  002
00226.8121 0000.2628 02772  002
00227.3034 0000.2637 02778  002
00227.7947 0000.2658 02784  002
00228.2860 0000.2649 02790  002
00228.7773 0000.2640 02796  002
00229.2686 0000.2646 02802  002
00229.7599 0000.2710 02808  002
00230.2512 0000.2765 02814  002
00230.7425 0000.2789 02820  002
00231.2338 0000.2780 02826  002
00231.7251 0000.2786 02832  002
00232.2164 0000.2756 02838  002
00232.7077 0000.2750 02844  002
00233.1990 0000.2780 02850  002
00233.6903 0000.2777 02856  002
00234.1816 0000.2774 02862  002
00234.6729 0000.2826 02868  002
00235.1642 0000.2786 02874  002
00235.6555 0000.2792 02880  002
00236.1468 0000.2771 02886  002
00236.6381 0000.2759 02892  002
00237.1294 0000.2805 02898  002
00237.6207 0000.2866 02904  002
00238.1120 0000.2844 02910  002
00238.6033 0000.2872 02916  002
00239.0946 0000.2856 02922  002
00239.5859 0000.2875 02928  002
00240.0772 0000.2875 02934  002
00240.5685 0000.2875 02940  002
00241.0598 0000.2893 02946  002
00241.5511 0000.2893 02952  002
00242.0424 0000.2896 02958  002
00242.5338 0000.2896 02964  002
00243.0251 0000.2927 02970  002
00243.5164 0000.2957 02976  002
00244.0077 0000.2948 02982  002
00244.4990 0000.2954 02988  002
00244.9903 0000.2930 02994  002
00245.4816 0000.2921 03000  002
00245.9729 0000.2914 03006  002
00246.4642 0000.2896 03012  002
00246.9555 0000.2899 03018  002
00247.4468 0000.2927 03024  002
00247.9381 0000.2942 03030  002
00248.4294 0000.2939 03036  002
00248.9207 0000.2939 03042  002
00249.4120 0000.2936 03048  002
00249.9033 0000.2933 03054  002
00250.3946 0000.2939 03060  002
00250.8859 0000.2948 03066  002
00251.3772 0000.2924 03072  002
00251.8685 0000.2945 03078  002
00252.3598 0000.2924 03084  002
00252.8511 0000.2942 03090  002
00253.3424 0000.2972 03096  002
00253.8337 0000.2975 03102  002
00254.3250 0000.2945 03108  002
00254.8163 0000.2948 03114  002
00255.3076 0000.2942 03120  002
00255.7989 0000.2945 03126  002
00256.2903 0000.2896 03132  002
00256.7816 0000.2921 03138  002
00257.2729 0000.2878 03144  002
00257.7642 0000.2902 03150  002
00258.2555 0000.2908 03156  002
00258.7468 0000.2853 03162  002
00259.2381 0000.2838 03168  002
00259.7294 0000.2808 03174  002
00260.2207 0000.2802 03180  002
00260.7120 0000.2786 03186  002
00261.2033 0000.2676 03192  002
00261.6946 0000.2673 03198  002
00262.1859 0000.2628 03204  002
00262.6772 0000.2606 03210  002
00263.1685 0000.2591 03216  002
00263.6598 0000.2576 03222  002
00264.1511 0000.2548 03228  002
00264.6424 0000.2518 03234  002
00265.1337 0000.2490 03240  002
00265.6250 0000.2457 03246  002
00266.1163 0000.2438 03252  002
00266.6076 0000.2414 03258  002
00267.0989 0000.2393 03264  002
00267.5902 0000.2350 03270  002
00268.0815 0000.2298 03276  002
00268.5728 0000.2277 03282  002
00269.0641 0000.2179 03288  002
00269.5554 0000.2164 03294  002
00270.0467 0000.2151 03300  002
00270.5380 0000.2133 03306  002
00271.0293 0000.2103 03312  002
00271.5206 0000.2094 03318  002
00272.0119 0000.2106 03324  002
00272.5032 0000.2130 03330  002
00272.9945 0000.2145 03336  002
00273.4858 0000.2173 03342  002
00273.9771 0000.2191 03348  002
00274.4684 0000.2161 03354  002
00274.9597 0000.2194 03360  002
00275.4510 0000.2222 03366  002
00275.9424 0000.2237 03372  002
00276.4337 0000.2258 03378  002
00276.9250 0000.2283 03384  002
00277.4163 0000.2335 03390  002
00277.9076 0000.2365 03396  002
00278.3989 0000.2408 03402  002
00278.8902 0000.2451 03408  002
00279.3815 0000.2429 03414  002
00279.8728 0000.2457 03420  002
00280.3641 0000.2481 03426  002
00280.8554 0000.2481 03432  002
00281.3467 0000.2548 03438  002
00281.8380 0000.2603 03444  002
00282.3293 0000.2612 03450  002
00282.8206 0000.2618 03456  002
00283.3119 0000.2625 03462  002
00283.8032 0000.2664 03468  002
00284.2945 0000.2719 03474  002
00284.7858 0000.2713 03480  002
00285.2771 0000.2716 03486  002
00285.7684 0000.2704 03492  002
00286.2597 0000.2707 03498  002
00286.7510 0000.2707 03504  002
00287.2423 0000.2725 03510  002
00287.7336 0000.2744 03516  002
00288.2249 0000.2765 03522  002
00288.7162 0000.2716 03528  002
00289.2075 0000.2716 03534  002
00289.6988 0000.2679 03540  002
00290.1901 0000.2698 03546  002
00290.6814 0000.2655 03552  002
00291.1727 0000.2664 03558  002
00291.6640 0000.2661 03564  002
00292.1553 0000.2652 03570  002
00292.6467 0000.2658 03576  002
00293.1380 0000.2655 03582  002
00293.6293 0000.2646 03588  002
00294.1206 0000.2676 03594  002
00294.6119 0000.2676 03600  002
00295.1032 0000.2676 03606  002
00295.5945 0000.2655 03612  002
00296.0858 0000.2676 03618  002
00296.5771 0000.2689 03624  002
00297.0684 0000.2649 03630  002
00297.5597 0000.2637 03636  002
00298.0510 0000.2637 03642  002
00298.5423 0000.2661 03648  002
00299.0336 0000.2664 03654  002
00299.5249 0000.2716 03660  002
00300.0162 0000.2701 03666  002
00300.5075 0000.2728 03672  002
00300.9988 0000.2777 03678  002
00301.4901 0000.2747 03684  002
00301.9814 0000.2774 03690  002
00302.4727 0000.2756 03696  002
00302.9640 0000.2740 03702  002
00303.4553 0000.2734 03708  002
