# AE file: C:\AES\Matthias\WSe2_sputtered PE/volt cal. factor =        1. Y is volts 
00303.9466 0000.2701 03714  002
00304.4379 0000.2744 03720  002
00304.9292 0000.2737 03726  002
00305.4205 0000.2750 03732  002
00305.9118 0000.2768 03738  002
00306.4031 0000.2744 03744  002
00306.8944 0000.2756 03750  002
00307.3857 0000.2795 03756  002
00307.8770 0000.2771 03762  002
00308.3683 0000.2774 03768  002
00308.8596 0000.2783 03774  002
00309.3510 0000.2786 03780  002
00309.8423 0000.2789 03786  002
00310.3336 0000.2814 03792  002
00310.8249 0000.2817 03798  002
00311.3162 0000.2820 03804  002
00311.8075 0000.2774 03810  002
00312.2988 0000.2820 03816  002
00312.7901 0000.2808 03822  002
00313.2814 0000.2820 03828  002
00313.7727 0000.2780 03834  002
00314.2640 0000.2771 03840  002
00314.7553 0000.2802 03846  002
00315.2466 0000.2798 03852  002
00315.7379 0000.2777 03858  002
00316.2292 0000.2798 03864  002
00316.7205 0000.2783 03870  002
00317.2118 0000.2780 03876  002
00317.7031 0000.2765 03882  002
00318.1944 0000.2744 03888  002
00318.6857 0000.2734 03894  002
00319.1770 0000.2737 03900  002
00319.6683 0000.2728 03906  002
00320.1596 0000.2710 03912  002
00320.6509 0000.2710 03918  002
00321.1422 0000.2695 03924  002
00321.6335 0000.2701 03930  002
00322.1248 0000.2704 03936  002
00322.6161 0000.2701 03942  002
00323.1074 0000.2728 03948  002
00323.5987 0000.2777 03954  002
00324.0900 0000.2780 03960  002
00324.5813 0000.2786 03966  002
00325.0726 0000.2786 03972  002
00325.5639 0000.2786 03978  002
00326.0552 0000.2817 03984  002
00326.5465 0000.2811 03990  002
00327.0378 0000.2786 03996  002
00327.5291 0000.2823 04002  002
00328.0204 0000.2820 04008  002
00328.5118 0000.2774 04014  002
00329.0031 0000.2786 04020  002
00329.4944 0000.2771 04026  002
00329.9857 0000.2753 04032  002
00330.4770 0000.2740 04038  002
00330.9683 0000.2719 04044  002
00331.4596 0000.2762 04050  002
00331.9509 0000.2780 04056  002
00332.4422 0000.2762 04062  002
00332.9335 0000.2737 04068  002
00333.4248 0000.2765 04074  002
00333.9161 0000.2750 04080  002
00334.4074 0000.2713 04086  002
00334.8987 0000.2725 04092  002
00335.3900 0000.2765 04098  002
00335.8813 0000.2765 04104  002
00336.3726 0000.2750 04110  002
00336.8639 0000.2765 04116  002
00337.3552 0000.2756 04122  002
00337.8465 0000.2756 04128  002
00338.3378 0000.2771 04134  002
00338.8291 0000.2737 04140  002
00339.3204 0000.2768 04146  002
00339.8117 0000.2774 04152  002
00340.3030 0000.2750 04158  002
00340.7943 0000.2756 04164  002
00341.2856 0000.2811 04170  002
00341.7769 0000.2789 04176  002
00342.2682 0000.2805 04182  002
00342.7596 0000.2823 04188  002
00343.2509 0000.2792 04194  002
00343.7422 0000.2802 04200  002
00344.2335 0000.2808 04206  002
00344.7248 0000.2783 04212  002
00345.2161 0000.2768 04218  002
00345.7074 0000.2808 04224  002
00346.1987 0000.2792 04230  002
00346.6900 0000.2792 04236  002
00347.1813 0000.2786 04242  002
00347.6726 0000.2786 04248  002
00348.1639 0000.2771 04254  002
00348.6552 0000.2789 04260  002
00349.1465 0000.2792 04266  002
00349.6378 0000.2762 04272  002
00350.1291 0000.2753 04278  002
00350.6204 0000.2756 04284  002
00351.1117 0000.2731 04290  002
00351.6030 0000.2740 04296  002
00352.0943 0000.2756 04302  002
00352.5856 0000.2753 04308  002
00353.0769 0000.2713 04314  002
00353.5682 0000.2728 04320  002
00354.0595 0000.2753 04326  002
00354.5508 0000.2722 04332  002
00355.0421 0000.2789 04338  002
00355.5334 0000.2759 04344  002
00356.0247 0000.2744 04350  002
00356.5160 0000.2740 04356  002
00357.0073 0000.2750 04362  002
00357.4986 0000.2744 04368  002
00357.9899 0000.2774 04374  002
00358.4812 0000.2789 04380  002
00358.9725 0000.2780 04386  002
00359.4638 0000.2747 04392  002
00359.9551 0000.2762 04398  002
00360.4464 0000.2771 04404  002
00360.9377 0000.2777 04410  002
00361.4290 0000.2789 04416  002
00361.9203 0000.2814 04422  002
00362.4117 0000.2832 04428  002
00362.9030 0000.2814 04434  002
00363.3943 0000.2823 04440  002
00363.8856 0000.2832 04446  002
00364.3769 0000.2850 04452  002
00364.8682 0000.2856 04458  002
00365.3595 0000.2850 04464  002
00365.8508 0000.2811 04470  002
00366.3421 0000.2814 04476  002
00366.8334 0000.2783 04482  002
00367.3247 0000.2805 04488  002
00367.8160 0000.2783 04494  002
00368.3073 0000.2789 04500  002
00368.7986 0000.2792 04506  002
00369.2899 0000.2780 04512  002
00369.7812 0000.2783 04518  002
00370.2725 0000.2811 04524  002
00370.7638 0000.2798 04530  002
00371.2551 0000.2759 04536  002
00371.7464 0000.2762 04542  002
00372.2377 0000.2805 04548  002
00372.7290 0000.2750 04554  002
00373.2203 0000.2759 04560  002
00373.7116 0000.2783 04566  002
00374.2029 0000.2795 04572  002
00374.6942 0000.2795 04578  002
00375.1855 0000.2820 04584  002
00375.6768 0000.2841 04590  002
00376.1682 0000.2844 04596  002
00376.6595 0000.2802 04602  002
00377.1508 0000.2786 04608  002
00377.6421 0000.2802 04614  002
00378.1334 0000.2841 04620  002
00378.6247 0000.2829 04626  002
00379.1160 0000.2847 04632  002
00379.6073 0000.2844 04638  002
00380.0986 0000.2863 04644  002
00380.5899 0000.2872 04650  002
00381.0812 0000.2847 04656  002
00381.5725 0000.2847 04662  002
00382.0638 0000.2866 04668  002
00382.5551 0000.2872 04674  002
00383.0464 0000.2893 04680  002
00383.5377 0000.2881 04686  002
00384.0290 0000.2890 04692  002
00384.5203 0000.2893 04698  002
00385.0116 0000.2896 04704  002
00385.5029 0000.2896 04710  002
00385.9942 0000.2878 04716  002
00386.4855 0000.2884 04722  002
00386.9768 0000.2844 04728  002
00387.4681 0000.2835 04734  002
00387.9594 0000.2820 04740  002
00388.4507 0000.2835 04746  002
00388.9420 0000.2859 04752  002
00389.4333 0000.2838 04758  002
00389.9246 0000.2859 04764  002
00390.4159 0000.2841 04770  002
00390.9072 0000.2866 04776  002
00391.3985 0000.2841 04782  002
00391.8898 0000.2823 04788  002
00392.3811 0000.2817 04794  002
00392.8724 0000.2841 04800  002
00393.3637 0000.2838 04806  002
00393.8550 0000.2838 04812  002
00394.3463 0000.2832 04818  002
00394.8376 0000.2820 04824  002
00395.3289 0000.2826 04830  002
00395.8203 0000.2841 04836  002
00396.3116 0000.2829 04842  002
00396.8029 0000.2808 04848  002
00397.2942 0000.2811 04854  002
00397.7855 0000.2789 04860  002
00398.2768 0000.2777 04866  002
00398.7681 0000.2756 04872  002
00399.2594 0000.2792 04878  002
00399.7507 0000.2823 04884  002
00400.2420 0000.2795 04890  002
00400.7333 0000.2795 04896  002
00401.2246 0000.2820 04902  002
00401.7159 0000.2829 04908  002
00402.2072 0000.2829 04914  002
00402.6985 0000.2768 04920  002
00403.1898 0000.2786 04926  002
00403.6811 0000.2789 04932  002
00404.1724 0000.2771 04938  002
00404.6637 0000.2759 04944  002
00405.1550 0000.2783 04950  002
00405.6463 0000.2808 04956  002
00406.1376 0000.2811 04962  002
00406.6289 0000.2795 04968  002
00407.1202 0000.2820 04974  002
00407.6115 0000.2850 04980  002
00408.1028 0000.2850 04986  002
00408.5941 0000.2856 04992  002
00409.0854 0000.2805 04998  002
00409.5768 0000.2820 05004  002
00410.0681 0000.2823 05010  002
00410.5594 0000.2814 05016  002
00411.0507 0000.2814 05022  002
00411.5420 0000.2881 05028  002
00412.0333 0000.2847 05034  002
00412.5246 0000.2850 05040  002
00413.0159 0000.2850 05046  002
00413.5072 0000.2853 05052  002
00413.9985 0000.2869 05058  002
00414.4898 0000.2878 05064  002
00414.9811 0000.2896 05070  002
00415.4724 0000.2872 05076  002
00415.9637 0000.2893 05082  002
00416.4550 0000.2887 05088  002
00416.9463 0000.2866 05094  002
00417.4376 0000.2859 05100  002
00417.9289 0000.2798 05106  002
00418.4202 0000.2780 05112  002
00418.9115 0000.2795 05118  002
00419.4028 0000.2808 05124  002
00419.8941 0000.2811 05130  002
00420.3854 0000.2792 05136  002
00420.8767 0000.2795 05142  002
00421.3680 0000.2808 05148  002
00421.8593 0000.2814 05154  002
00422.3506 0000.2811 05160  002
00422.8419 0000.2792 05166  002
00423.3332 0000.2789 05172  002
00423.8245 0000.2847 05178  002
00424.3158 0000.2844 05184  002
00424.8071 0000.2872 05190  002
00425.2984 0000.2841 05196  002
00425.7897 0000.2823 05202  002
00426.2810 0000.2872 05208  002
00426.7723 0000.2866 05214  002
00427.2636 0000.2850 05220  002
00427.7549 0000.2814 05226  002
00428.2462 0000.2856 05232  002
00428.7375 0000.2859 05238  002
00429.2289 0000.2896 05244  002
00429.7202 0000.2905 05250  002
00430.2115 0000.2856 05256  002
00430.7028 0000.2863 05262  002
00431.1941 0000.2884 05268  002
00431.6854 0000.2921 05274  002
00432.1767 0000.2945 05280  002
00432.6680 0000.2963 05286  002
00433.1593 0000.2966 05292  002
00433.6506 0000.2954 05298  002
00434.1419 0000.2951 05304  002
00434.6332 0000.2951 05310  002
00435.1245 0000.2982 05316  002
00435.6158 0000.2966 05322  002
00436.1071 0000.2951 05328  002
00436.5984 0000.2960 05334  002
00437.0897 0000.2975 05340  002
00437.5810 0000.2972 05346  002
00438.0723 0000.2963 05352  002
00438.5636 0000.2982 05358  002
00439.0549 0000.2963 05364  002
00439.5462 0000.2963 05370  002
00440.0375 0000.2972 05376  002
00440.5288 0000.2948 05382  002
00441.0201 0000.2994 05388  002
00441.5114 0000.3021 05394  002
00442.0027 0000.3021 05400  002
00442.4940 0000.3006 05406  002
00442.9854 0000.2991 05412  002
00443.4767 0000.3009 05418  002
00443.9680 0000.2957 05424  002
00444.4593 0000.2972 05430  002
00444.9506 0000.2924 05436  002
00445.4419 0000.2924 05442  002
00445.9332 0000.2930 05448  002
00446.4245 0000.2908 05454  002
00446.9158 0000.2890 05460  002
00447.4071 0000.2859 05466  002
00447.8984 0000.2841 05472  002
00448.3897 0000.2841 05478  002
00448.8810 0000.2841 05484  002
00449.3723 0000.2847 05490  002
00449.8636 0000.2850 05496  002
00450.3549 0000.2844 05502  002
00450.8462 0000.2823 05508  002
00451.3375 0000.2814 05514  002
00451.8288 0000.2823 05520  002
00452.3201 0000.2829 05526  002
00452.8114 0000.2841 05532  002
00453.3027 0000.2841 05538  002
00453.7940 0000.2850 05544  002
00454.2853 0000.2850 05550  002
00454.7766 0000.2866 05556  002
00455.2679 0000.2899 05562  002
00455.7592 0000.2887 05568  002
00456.2505 0000.2884 05574  002
00456.7418 0000.2856 05580  002
00457.2331 0000.2838 05586  002
00457.7244 0000.2835 05592  002
00458.2157 0000.2826 05598  002
00458.7070 0000.2869 05604  002
00459.1983 0000.2869 05610  002
00459.6896 0000.2890 05616  002
00460.1809 0000.2853 05622  002
00460.6722 0000.2863 05628  002
00461.1635 0000.2869 05634  002
00461.6548 0000.2847 05640  002
00462.1461 0000.2850 05646  002
00462.6375 0000.2853 05652  002
00463.1288 0000.2859 05658  002
00463.6201 0000.2869 05664  002
00464.1114 0000.2863 05670  002
00464.6027 0000.2890 05676  002
00465.0940 0000.2890 05682  002
00465.5853 0000.2863 05688  002
00466.0766 0000.2856 05694  002
00466.5679 0000.2887 05700  002
00467.0592 0000.2890 05706  002
00467.5505 0000.2853 05712  002
00468.0418 0000.2853 05718  002
00468.5331 0000.2866 05724  002
00469.0244 0000.2896 05730  002
00469.5157 0000.2902 05736  002
00470.0070 0000.2890 05742  002
00470.4983 0000.2911 05748  002
00470.9896 0000.2878 05754  002
00471.4809 0000.2887 05760  002
00471.9722 0000.2899 05766  002
00472.4635 0000.2884 05772  002
00472.9548 0000.2872 05778  002
00473.4461 0000.2859 05784  002
00473.9374 0000.2875 05790  002
00474.4287 0000.2856 05796  002
00474.9200 0000.2844 05802  002
00475.4113 0000.2847 05808  002
00475.9026 0000.2856 05814  002
00476.3940 0000.2890 05820  002
00476.8853 0000.2838 05826  002
00477.3766 0000.2844 05832  002
00477.8679 0000.2847 05838  002
00478.3592 0000.2887 05844  002
00478.8505 0000.2838 05850  002
00479.3418 0000.2838 05856  002
00479.8331 0000.2856 05862  002
00480.3244 0000.2899 05868  002
00480.8157 0000.2893 05874  002
00481.3070 0000.2936 05880  002
00481.7983 0000.2951 05886  002
00482.2896 0000.2948 05892  002
00482.7809 0000.2902 05898  002
00483.2722 0000.2914 05904  002
00483.7635 0000.2942 05910  002
00484.2548 0000.2957 05916  002
00484.7461 0000.2966 05922  002
00485.2374 0000.2957 05928  002
00485.7287 0000.2939 05934  002
00486.2200 0000.2951 05940  002
00486.7113 0000.2957 05946  002
00487.2026 0000.2927 05952  002
00487.6939 0000.2921 05958  002
00488.1852 0000.2933 05964  002
00488.6765 0000.2917 05970  002
00489.1678 0000.2921 05976  002
00489.6591 0000.2878 05982  002
00490.1504 0000.2869 05988  002
00490.6417 0000.2911 05994  002
00491.1330 0000.2896 06000  002
00491.6243 0000.2902 06006  002
00492.1156 0000.2896 06012  002
00492.6069 0000.2899 06018  002
00493.0982 0000.2887 06024  002
00493.5895 0000.2890 06030  002
00494.0808 0000.2881 06036  002
00494.5721 0000.2859 06042  002
00495.0634 0000.2856 06048  002
00495.5547 0000.2872 06054  002
00496.0461 0000.2875 06060  002
00496.5374 0000.2878 06066  002
00497.0287 0000.2899 06072  002
00497.5200 0000.2927 06078  002
00498.0113 0000.2933 06084  002
00498.5026 0000.2933 06090  002
00498.9939 0000.2966 06096  002
00499.4852 0000.2966 06102  002
00499.9765 0000.2991 06108  002
00500.4678 0000.3027 06114  002
00500.9591 0000.3021 06120  002
00501.4504 0000.3033 06126  002
00501.9417 0000.3027 06132  002
00502.4330 0000.3036 06138  002
00502.9243 0000.3085 06144  002
00503.4156 0000.3107 06150  002
00503.9069 0000.3146 06156  002
00504.3982 0000.3134 06162  002
00504.8895 0000.3119 06168  002
00505.3808 0000.3107 06174  002
00505.8721 0000.3122 06180  002
00506.3634 0000.3125 06186  002
00506.8547 0000.3098 06192  002
00507.3460 0000.3055 06198  002
00507.8373 0000.3043 06204  002
00508.3286 0000.3024 06210  002
00508.8199 0000.3018 06216  002
00509.3112 0000.3006 06222  002
00509.8026 0000.2951 06228  002
00510.2939 0000.2930 06234  002
00510.7852 0000.2896 06240  002
00511.2765 0000.2856 06246  002
00511.7678 0000.2826 06252  002
00512.2590 0000.2771 06258  002
00512.7504 0000.2722 06264  002
00513.2416 0000.2670 06270  002
00513.7330 0000.2640 06276  002
00514.2242 0000.2609 06282  002
00514.7156 0000.2661 06288  002
00515.2068 0000.2640 06294  002
00515.6982 0000.2612 06300  002
00516.1895 0000.2631 06306  002
00516.6808 0000.2618 06312  002
00517.1721 0000.2618 06318  002
00517.6634 0000.2637 06324  002
00518.1547 0000.2646 06330  002
00518.6460 0000.2682 06336  002
00519.1373 0000.2722 06342  002
00519.6286 0000.2682 06348  002
00520.1199 0000.2686 06354  002
00520.6112 0000.2695 06360  002
00521.1025 0000.2722 06366  002
00521.5938 0000.2750 06372  002
00522.0851 0000.2759 06378  002
00522.5764 0000.2753 06384  002
00523.0677 0000.2753 06390  002
00523.5590 0000.2774 06396  002
00524.0503 0000.2762 06402  002
00524.5416 0000.2795 06408  002
00525.0329 0000.2789 06414  002
00525.5242 0000.2811 06420  002
00526.0156 0000.2832 06426  002
00526.5068 0000.2878 06432  002
00526.9982 0000.2869 06438  002
00527.4894 0000.2899 06444  002
00527.9808 0000.2893 06450  002
00528.4720 0000.2905 06456  002
00528.9634 0000.2899 06462  002
00529.4547 0000.2914 06468  002
00529.9460 0000.2914 06474  002
00530.4373 0000.2939 06480  002
00530.9286 0000.2954 06486  002
00531.4199 0000.2975 06492  002
00531.9112 0000.2951 06498  002
00532.4025 0000.2939 06504  002
00019.9735 0000.2161 00246  003
00020.4648 0000.2103 00252  003
00020.9561 0000.2051 00258  003
00021.4475 0000.1947 00264  003
00021.9388 0000.1846 00270  003
00022.4301 0000.1712 00276  003
00022.9214 0000.1559 00282  003
00023.4127 0000.1440 00288  003
00023.9040 0000.1227 00294  003
00024.3953 0000.0970 00300  003
00024.8866 0000.0638 00306  003
00025.3779 0000.0299 00312  003
00025.8692 -0000.0119 00318  003
00026.3605 -0000.0616 00324  003
00026.8518 -0000.1181 00330  003
00027.3431 -0000.1831 00336  003
00027.8344 -0000.2618 00342  003
00028.3257 -0000.3558 00348  003
00028.8170 -0000.4593 00354  003
00029.3083 -0000.5801 00360  003
00029.7996 -0000.7217 00366  003
00030.2909 -0000.8701 00372  003
00030.7822 -0001.0431 00378  003
00031.2735 -0001.2439 00384  003
00031.7648 -0001.4920 00390  003
00032.2561 -0001.8161 00396  003
00032.7474 -0002.2220 00402  003
00033.2387 -0002.5299 00408  003
00033.7300 -0002.7692 00414  003
00034.2213 -0002.9437 00420  003
00034.7126 -0003.0646 00426  003
00035.2039 -0003.1360 00432  003
00035.6952 -0003.1754 00438  003
00036.1865 -0003.1821 00444  003
00036.6778 -0003.1717 00450  003
00037.1691 -0003.1366 00456  003
00037.6604 -0003.0884 00462  003
00038.1517 -0003.0319 00468  003
00038.6431 -0002.9675 00474  003
00039.1344 -0002.9010 00480  003
00039.6257 -0002.8336 00486  003
00040.1170 -0002.7542 00492  003
00040.6083 -0002.6813 00498  003
00041.0996 -0002.6047 00504  003
00041.5909 -0002.5293 00510  003
00042.0822 -0002.4542 00516  003
00042.5735 -0002.3801 00522  003
00043.0648 -0002.2989 00528  003
00043.5561 -0002.2250 00534  003
00044.0474 -0002.1521 00540  003
00044.5387 -0002.0767 00546  003
00045.0300 -0002.0053 00552  003
00045.5213 -0001.9333 00558  003
00046.0126 -0001.8613 00564  003
00046.5039 -0001.7917 00570  003
00046.9952 -0001.7206 00576  003
00047.4865 -0001.6595 00582  003
00047.9778 -0001.5939 00588  003
00048.4691 -0001.5298 00594  003
00048.9604 -0001.4731 00600  003
00049.4517 -0001.4117 00606  003
00049.9430 -0001.3544 00612  003
00050.4343 -0001.2991 00618  003
00050.9256 -0001.2436 00624  003
00051.4169 -0001.1899 00630  003
00051.9082 -0001.1349 00636  003
00052.3995 -0001.0849 00642  003
00052.8908 -0001.0376 00648  003
00053.3821 -0000.9863 00654  003
00053.8734 -0000.9396 00660  003
00054.3647 -0000.8948 00666  003
00054.8560 -0000.8527 00672  003
00055.3474 -0000.8084 00678  003
00055.8387 -0000.7666 00684  003
00056.3300 -0000.7294 00690  003
00056.8213 -0000.6934 00696  003
00057.3126 -0000.6607 00702  003
00057.8039 -0000.6271 00708  003
00058.2952 -0000.5933 00714  003
00058.7865 -0000.5649 00720  003
00059.2778 -0000.5362 00726  003
00059.7691 -0000.5087 00732  003
00060.2604 -0000.4791 00738  003
00060.7517 -0000.4486 00744  003
00061.2430 -0000.4251 00750  003
00061.7343 -0000.3989 00756  003
00062.2256 -0000.3741 00762  003
00062.7169 -0000.3488 00768  003
00063.2082 -0000.3314 00774  003
00063.6995 -0000.3125 00780  003
00064.1908 -0000.2905 00786  003
00064.6821 -0000.2731 00792  003
00065.1734 -0000.2512 00798  003
00065.6647 -0000.2304 00804  003
00066.1560 -0000.2167 00810  003
00066.6473 -0000.1974 00816  003
00067.1386 -0000.1855 00822  003
00067.6299 -0000.1706 00828  003
00068.1212 -0000.1556 00834  003
00068.6125 -0000.1440 00840  003
00069.1038 -0000.1288 00846  003
00069.5951 -0000.1160 00852  003
00070.0864 -0000.1044 00858  003
00070.5777 -0000.0928 00864  003
00071.0690 -0000.0760 00870  003
00071.5603 -0000.0668 00876  003
00072.0516 -0000.0534 00882  003
00072.5430 -0000.0406 00888  003
00073.0343 -0000.0305 00894  003
00073.5256 -0000.0208 00900  003
00074.0169 -0000.0168 00906  003
00074.5082 -0000.0058 00912  003
00074.9995 -0000.0003 00918  003
00075.4908 0000.0085 00924  003
00075.9821 0000.0125 00930  003
00076.4734 0000.0220 00936  003
00076.9647 0000.0244 00942  003
00077.4560 0000.0308 00948  003
00077.9473 0000.0375 00954  003
00078.4386 0000.0470 00960  003
00078.9299 0000.0528 00966  003
00079.4212 0000.0668 00972  003
00079.9125 0000.0717 00978  003
00080.4038 0000.0754 00984  003
00080.8951 0000.0830 00990  003
00081.3864 0000.0885 00996  003
00081.8777 0000.0912 01002  003
00082.3690 0000.0949 01008  003
00082.8603 0000.0970 01014  003
00083.3516 0000.1013 01020  003
00083.8429 0000.1044 01026  003
00084.3342 0000.1089 01032  003
00084.8255 0000.1138 01038  003
00085.3168 0000.1169 01044  003
00085.8081 0000.1190 01050  003
00086.2994 0000.1273 01056  003
00086.7907 0000.1282 01062  003
00087.2820 0000.1343 01068  003
00087.7733 0000.1419 01074  003
00088.2646 0000.1450 01080  003
00088.7559 0000.1486 01086  003
00089.2473 0000.1559 01092  003
00089.7386 0000.1569 01098  003
00090.2299 0000.1636 01104  003
00090.7212 0000.1663 01110  003
00091.2125 0000.1721 01116  003
00091.7038 0000.1718 01122  003
00092.1951 0000.1736 01128  003
00092.6864 0000.1779 01134  003
00093.1777 0000.1807 01140  003
00093.6690 0000.1804 01146  003
00094.1603 0000.1831 01152  003
00094.6516 0000.1892 01158  003
00095.1429 0000.1868 01164  003
00095.6342 0000.1865 01170  003
00096.1255 0000.1901 01176  003
00096.6168 0000.1910 01182  003
00097.1081 0000.1907 01188  003
00097.5994 0000.1917 01194  003
00098.0907 0000.1932 01200  003
00098.5820 0000.1917 01206  003
00099.0733 0000.1907 01212  003
00099.5646 0000.1929 01218  003
00100.0559 0000.1950 01224  003
00100.5472 0000.1959 01230  003
00101.0385 0000.1965 01236  003
00101.5298 0000.1971 01242  003
00102.0211 0000.1984 01248  003
00102.5124 0000.1965 01254  003
00103.0037 0000.1907 01260  003
00103.4950 0000.1935 01266  003
00103.9863 0000.1956 01272  003
00104.4776 0000.1984 01278  003
00104.9689 0000.2002 01284  003
00105.4602 0000.2036 01290  003
00105.9515 0000.2017 01296  003
00106.4428 0000.2075 01302  003
00106.9342 0000.2087 01308  003
00107.4255 0000.2124 01314  003
00107.9168 0000.2133 01320  003
00108.4081 0000.2139 01326  003
00108.8994 0000.2167 01332  003
00109.3907 0000.2182 01338  003
00109.8820 0000.2197 01344  003
00110.3733 0000.2185 01350  003
00110.8646 0000.2185 01356  003
00111.3559 0000.2182 01362  003
00111.8472 0000.2182 01368  003
00112.3385 0000.2197 01374  003
00112.8298 0000.2225 01380  003
00113.3211 0000.2228 01386  003
00113.8124 0000.2258 01392  003
00114.3037 0000.2277 01398  003
00114.7950 0000.2304 01404  003
00115.2863 0000.2289 01410  003
00115.7776 0000.2307 01416  003
00116.2689 0000.2292 01422  003
00116.7602 0000.2322 01428  003
00117.2515 0000.2328 01434  003
00117.7428 0000.2328 01440  003
00118.2341 0000.2335 01446  003
00118.7254 0000.2344 01452  003
00119.2167 0000.2341 01458  003
00119.7080 0000.2353 01464  003
00120.1993 0000.2374 01470  003
00120.6906 0000.2371 01476  003
00121.1819 0000.2344 01482  003
00121.6732 0000.2319 01488  003
00122.1645 0000.2313 01494  003
00122.6558 0000.2322 01500  003
00123.1471 0000.2347 01506  003
00123.6385 0000.2338 01512  003
00124.1298 0000.2332 01518  003
00124.6211 0000.2289 01524  003
00125.1124 0000.2319 01530  003
00125.6037 0000.2310 01536  003
00126.0950 0000.2335 01542  003
00126.5863 0000.2371 01548  003
00127.0776 0000.2396 01554  003
00127.5689 0000.2423 01560  003
00128.0602 0000.2405 01566  003
00128.5515 0000.2405 01572  003
00129.0428 0000.2417 01578  003
00129.5341 0000.2411 01584  003
00130.0254 0000.2399 01590  003
00130.5167 0000.2399 01596  003
00131.0080 0000.2435 01602  003
00131.4993 0000.2457 01608  003
00131.9906 0000.2448 01614  003
00132.4819 0000.2448 01620  003
00132.9732 0000.2484 01626  003
00133.4645 0000.2432 01632  003
00133.9558 0000.2466 01638  003
00134.4471 0000.2481 01644  003
00134.9384 0000.2496 01650  003
00135.4297 0000.2515 01656  003
00135.9210 0000.2478 01662  003
00136.4123 0000.2444 01668  003
00136.9036 0000.2441 01674  003
00137.3949 0000.2466 01680  003
00137.8862 0000.2435 01686  003
00138.3775 0000.2448 01692  003
00138.8688 0000.2411 01698  003
00139.3601 0000.2411 01704  003
00139.8515 0000.2438 01710  003
00140.3428 0000.2435 01716  003
00140.8341 0000.2505 01722  003
00141.3254 0000.2481 01728  003
00141.8167 0000.2545 01734  003
00142.3080 0000.2570 01740  003
00142.7993 0000.2551 01746  003
00143.2906 0000.2551 01752  003
00143.7819 0000.2527 01758  003
00144.2732 0000.2563 01764  003
00144.7645 0000.2533 01770  003
00145.2558 0000.2524 01776  003
00145.7471 0000.2527 01782  003
00146.2384 0000.2478 01788  003
00146.7297 0000.2481 01794  003
00147.2210 0000.2463 01800  003
00147.7123 0000.2438 01806  003
00148.2036 0000.2441 01812  003
00148.6949 0000.2417 01818  003
00149.1862 0000.2438 01824  003
00149.6775 0000.2402 01830  003
00150.1688 0000.2386 01836  003
00150.6601 0000.2377 01842  003
00151.1514 0000.2386 01848  003
00151.6427 0000.2405 01854  003
00152.1340 0000.2405 01860  003
00152.6253 0000.2426 01866  003
00153.1166 0000.2429 01872  003
00153.6079 0000.2399 01878  003
00154.0992 0000.2390 01884  003
00154.5905 0000.2408 01890  003
00155.0818 0000.2429 01896  003
00155.5731 0000.2432 01902  003
00156.0644 0000.2457 01908  003
00156.5557 0000.2502 01914  003
00157.0470 0000.2570 01920  003
00157.5384 0000.2545 01926  003
00158.0297 0000.2563 01932  003
00158.5210 0000.2570 01938  003
00159.0123 0000.2582 01944  003
00159.5036 0000.2563 01950  003
00159.9949 0000.2536 01956  003
00160.4862 0000.2527 01962  003
00160.9775 0000.2524 01968  003
00161.4688 0000.2554 01974  003
00161.9601 0000.2570 01980  003
00162.4514 0000.2554 01986  003
00162.9427 0000.2560 01992  003
00163.4340 0000.2533 01998  003
00163.9253 0000.2542 02004  003
00164.4166 0000.2524 02010  003
00164.9079 0000.2518 02016  003
00165.3992 0000.2484 02022  003
00165.8905 0000.2499 02028  003
00166.3818 0000.2493 02034  003
00166.8731 0000.2496 02040  003
00167.3644 0000.2478 02046  003
00167.8557 0000.2475 02052  003
00168.3470 0000.2454 02058  003
00168.8383 0000.2478 02064  003
00169.3296 0000.2484 02070  003
00169.8209 0000.2472 02076  003
00170.3122 0000.2444 02082  003
00170.8035 0000.2426 02088  003
00171.2948 0000.2420 02094  003
00171.7861 0000.2460 02100  003
00172.2774 0000.2399 02106  003
00172.7687 0000.2405 02112  003
00173.2600 0000.2417 02118  003
00173.7513 0000.2435 02124  003
00174.2426 0000.2484 02130  003
00174.7339 0000.2463 02136  003
00175.2253 0000.2469 02142  003
00175.7166 0000.2478 02148  003
00176.2079 0000.2487 02154  003
00176.6992 0000.2469 02160  003
00177.1905 0000.2469 02166  003
00177.6818 0000.2484 02172  003
00178.1731 0000.2457 02178  003
00178.6644 0000.2463 02184  003
00179.1557 0000.2451 02190  003
00179.6470 0000.2481 02196  003
00180.1383 0000.2484 02202  003
00180.6296 0000.2448 02208  003
00181.1209 0000.2438 02214  003
00181.6122 0000.2460 02220  003
00182.1035 0000.2457 02226  003
00182.5948 0000.2429 02232  003
00183.0861 0000.2454 02238  003
00183.5774 0000.2451 02244  003
00184.0687 0000.2441 02250  003
00184.5600 0000.2444 02256  003
00185.0513 0000.2457 02262  003
00185.5426 0000.2481 02268  003
00186.0339 0000.2469 02274  003
00186.5252 0000.2490 02280  003
00187.0165 0000.2521 02286  003
00187.5078 0000.2536 02292  003
00187.9991 0000.2490 02298  003
00188.4904 0000.2475 02304  003
00188.9817 0000.2518 02310  003
00189.4730 0000.2496 02316  003
00189.9643 0000.2502 02322  003
00190.4556 0000.2515 02328  003
