n110-#4-try1
VASEmethod[EllipsometerType=0, Isotropic, AutoRetarder=0, TrackPol=1, Pol>=0, Revs=5, AutoSlit=1900, WVASE=3.774, HardVer=6.256, Mon Nov 18 23:45:52 2013]
Original[n110-#4-try1.dat]
nm
220.000000	65.000000	28.431139	96.999504	7.88463	18.3362
222.000000	65.000000	49.915298	84.720512	42.0308	35.1384
224.000000	65.000000	31.222849	117.42989	6.16066	15.1935
226.000000	65.000000	44.013374	103.40866	4.79591	9.63138
228.000000	65.000000	36.69873	107.38227	2.99692	6.53887
230.000000	65.000000	33.169632	113.14846	2.09946	4.94974
232.000000	65.000000	37.092678	110.12188	1.50767	3.30647
234.000000	65.000000	37.990025	114.15884	1.1554	2.60926
236.000000	65.000000	36.218822	111.15405	1.14992	2.58547
238.000000	65.000000	33.903934	114.03461	1.42383	3.34815
240.000000	65.000000	40.500336	106.48482	2.10544	4.44588
242.000000	65.000000	41.442493	105.95271	2.83413	5.93865
244.000000	65.000000	39.737263	116.33784	3.28399	7.45059
246.000000	65.000000	35.683125	116.76199	4.45255	10.3927
248.000000	65.000000	34.459831	106.11408	3.99863	8.91241
250.000000	65.000000	38.162853	112.48132	3.41813	7.55414
252.000000	65.000000	37.466259	116.38523	2.25861	5.22066
254.000000	65.000000	38.367455	116.94474	1.43514	3.30795
256.000000	65.000000	38.248814	114.7384	0.819375	1.85559
258.000000	65.000000	36.896229	117.75187	0.444537	1.04535
260.000000	65.000000	37.599533	120.65491	0.25314	0.608541
262.000000	65.000000	37.520267	120.26408	0.154645	0.370565
264.000000	65.000000	37.760323	122.00083	0.105934	0.257923
266.000000	65.000000	37.974892	122.98819	0.0811269	0.199287
268.000000	65.000000	37.989353	124.03175	0.0664297	0.165238
270.000000	65.000000	38.002037	125.28623	0.0575854	0.145407
272.000000	65.000000	37.999771	126.62491	0.0516073	0.132542
274.000000	65.000000	37.812183	128.24931	0.0471197	0.123877
276.000000	65.000000	37.619709	129.51884	0.0437135	0.117194
278.000000	65.000000	37.392445	130.79463	0.0410645	0.11241
280.000000	65.000000	37.268219	131.83633	0.0388771	0.10826
282.000000	65.000000	36.933815	133.09468	0.0372205	0.106081
284.000000	65.000000	36.731361	134.43971	0.036291	0.106036
286.000000	65.000000	36.410946	135.80624	0.0354913	0.106566
288.000000	65.000000	36.115402	136.79097	0.0350123	0.107371
290.000000	65.000000	35.620544	138.13652	0.0345547	0.109304
292.000000	65.000000	35.086533	139.06779	0.0347395	0.112706
294.000000	65.000000	34.573589	139.62195	0.0350764	0.115828
296.000000	65.000000	34.036671	140.36473	0.0358387	0.121093
298.000000	65.000000	33.603458	140.70784	0.0364692	0.124875
300.000000	65.000000	33.125942	141.0459	0.0372237	0.129269
302.000000	65.000000	32.817425	141.01906	0.0385932	0.134656
304.000000	65.000000	32.484707	141.42145	0.0396116	0.140157
306.000000	65.000000	32.287136	141.48944	0.0408506	0.145216
308.000000	65.000000	31.930285	141.84749	0.0420914	0.151694
310.000000	65.000000	31.834064	141.52678	0.0437763	0.156963
312.000000	65.000000	31.555313	142.19843	0.0445405	0.162891
314.000000	65.000000	31.320997	142.22958	0.0451002	0.165736
316.000000	65.000000	31.230915	142.28621	0.0457073	0.168451
318.000000	65.000000	31.097567	142.45709	0.046147	0.171138
320.000000	65.000000	31.026667	142.52881	0.0463796	0.172501
322.000000	65.000000	30.894794	143.31325	0.0461847	0.175334
324.000000	65.000000	30.696482	143.29932	0.0464686	0.17712
326.000000	65.000000	30.730858	143.19202	0.046258	0.175762
328.000000	65.000000	30.62673	143.71812	0.0458055	0.17656
330.000000	65.000000	30.524937	144.07597	0.0450519	0.175489
332.000000	65.000000	30.467506	144.21962	0.0441638	0.172817
334.000000	65.000000	30.379276	144.60768	0.0431185	0.17062
336.000000	65.000000	30.452278	145.08908	0.0421037	0.168368
338.000000	65.000000	30.377716	145.46559	0.0408779	0.16526
340.000000	65.000000	30.263796	145.49487	0.0394839	0.160096
342.000000	65.000000	30.270273	145.78436	0.0381468	0.155802
344.000000	65.000000	30.213436	145.86284	0.0367683	0.150642
346.000000	65.000000	30.212526	146.28644	0.0354538	0.146864
348.000000	65.000000	30.307793	146.66124	0.0342294	0.142934
350.000000	65.000000	30.348461	147.13988	0.0330396	0.139636
352.000000	65.000000	30.386417	147.41794	0.0319255	0.13585
354.000000	65.000000	30.56357	147.91304	0.0310019	0.133279
356.000000	65.000000	30.654541	148.63766	0.0301185	0.131929
358.000000	65.000000	30.834095	149.20338	0.0293765	0.130362
360.000000	65.000000	30.901037	150.36598	0.0304069	0.139545
362.000000	65.000000	31.106867	151.20709	0.0341146	0.160113
364.000000	65.000000	31.097664	152.65297	0.0318415	0.156715
366.000000	65.000000	31.018867	154.19878	0.0298976	0.155532
368.000000	65.000000	30.827503	155.23322	0.028174	0.152823
370.000000	65.000000	30.602606	156.33379	0.026752	0.152091
372.000000	65.000000	30.239006	157.55914	0.0255146	0.15361
374.000000	65.000000	29.922958	158.58627	0.0244834	0.155084
376.000000	65.000000	29.462957	159.59102	0.0235621	0.157734
378.000000	65.000000	29.050644	160.05449	0.023059	0.159204
380.000000	65.000000	28.704752	160.56453	0.0223343	0.159286
382.000000	65.000000	28.290989	161.39073	0.0216909	0.162813
384.000000	65.000000	27.887014	161.57487	0.0213218	0.163114
386.000000	65.000000	27.568768	161.79581	0.020821	0.162381
388.000000	65.000000	27.283548	162.3226	0.0203778	0.164644
390.000000	65.000000	26.91218	162.28641	0.0200911	0.16352
392.000000	65.000000	26.665264	162.56798	0.0197467	0.164266
