      NO              DATA              UNIT           TIME  
   1301             -13.62             inH2O           16:44:40  
   1302             -13.62             inH2O           16:44:41  
   1303             -13.62             inH2O           16:44:42  
   1304             -13.62             inH2O           16:44:43  
   1305             -13.62             inH2O           16:44:44  
   1306             -13.62             inH2O           16:44:45  
   1307             -13.62             inH2O           16:44:46  
   1308             -13.62             inH2O           16:44:47  
   1309             -13.62             inH2O           16:44:48  
   1310             -13.62             inH2O           16:44:49  
   1311             -13.62             inH2O           16:44:50  
   1312             -13.63             inH2O           16:44:51  
   1313             -13.62             inH2O           16:44:52  
   1314             -13.63             inH2O           16:44:53  
   1315             -13.63             inH2O           16:44:54  
   1316             -13.63             inH2O           16:44:55  
   1317             -13.62             inH2O           16:44:56  
   1318             -13.62             inH2O           16:44:57  
   1319             -13.63             inH2O           16:44:58  
   1320             -13.63             inH2O           16:44:59  
   1321             -13.63             inH2O           16:45:00  
   1322             -13.63             inH2O           16:45:01  
   1323             -13.63             inH2O           16:45:02  
   1324             -13.63             inH2O           16:45:03  
   1325             -13.63             inH2O           16:45:04  
   1326             -13.63             inH2O           16:45:05  
   1327             -13.63             inH2O           16:45:06  
   1328             -13.63             inH2O           16:45:07  
   1329             -13.63             inH2O           16:45:08  
   1330             -13.63             inH2O           16:45:09  
   1331             -13.63             inH2O           16:45:10  
   1332             -13.63             inH2O           16:45:11  
   1333             -13.63             inH2O           16:45:12  
   1334             -13.62             inH2O           16:45:13  
   1335             -13.62             inH2O           16:45:14  
   1336             -13.62             inH2O           16:45:15  
   1337             -13.62             inH2O           16:45:16  
   1338             -13.62             inH2O           16:45:17  
   1339             -13.62             inH2O           16:45:18  
   1340             -13.62             inH2O           16:45:19  
   1341             -13.62             inH2O           16:45:20  
   1342             -13.62             inH2O           16:45:21  
   1343             -13.62             inH2O           16:45:22  
   1344             -13.62             inH2O           16:45:23  
   1345             -13.62             inH2O           16:45:24  
   1346             -13.62             inH2O           16:45:25  
   1347             -13.62             inH2O           16:45:26  
   1348             -13.62             inH2O           16:45:27  
   1349             -13.62             inH2O           16:45:28  
   1350             -13.62             inH2O           16:45:29  
   1351             -13.62             inH2O           16:45:30  
   1352             -13.62             inH2O           16:45:31  
   1353             -13.62             inH2O           16:45:32  
   1354             -13.61             inH2O           16:45:33  
   1355             -13.61             inH2O           16:45:34  
   1356             -13.61             inH2O           16:45:35  
   1357             -13.61             inH2O           16:45:36  
   1358             -13.61             inH2O           16:45:37  
   1359             -13.61             inH2O           16:45:38  
   1360             -13.61             inH2O           16:45:39  
   1361             -13.61             inH2O           16:45:40  
   1362             -13.61             inH2O           16:45:41  
   1363             -13.61             inH2O           16:45:42  
   1364             -13.61             inH2O           16:45:43  
   1365             -13.62             inH2O           16:45:44  
   1366             -13.62             inH2O           16:45:45  
   1367             -13.62             inH2O           16:45:46  
   1368             -13.62             inH2O           16:45:47  
   1369             -13.62             inH2O           16:45:48  
   1370             -13.62             inH2O           16:45:49  
   1371             -13.62             inH2O           16:45:50  
   1372             -13.62             inH2O           16:45:51  
   1373             -13.62             inH2O           16:45:52  
   1374             -13.62             inH2O           16:45:53  
   1375             -13.62             inH2O           16:45:54  
   1376             -13.62             inH2O           16:45:55  
   1377             -13.62             inH2O           16:45:56  
   1378             -13.62             inH2O           16:45:57  
   1379             -13.62             inH2O           16:45:58  
   1380             -13.63             inH2O           16:45:59  
   1381             -13.62             inH2O           16:46:00  
   1382             -13.62             inH2O           16:46:01  
   1383             -13.62             inH2O           16:46:02  
   1384             -13.62             inH2O           16:46:03  
   1385             -13.62             inH2O           16:46:04  
   1386             -13.62             inH2O           16:46:05  
   1387             -13.62             inH2O           16:46:06  
   1388             -13.62             inH2O           16:46:07  
   1389             -13.62             inH2O           16:46:08  
   1390             -13.61             inH2O           16:46:09  
   1391             -13.62             inH2O           16:46:10  
   1392             -13.62             inH2O           16:46:11  
   1393             -13.62             inH2O           16:46:12  
   1394             -13.62             inH2O           16:46:13  
   1395             -13.62             inH2O           16:46:14  
   1396             -13.62             inH2O           16:46:15  
   1397             -13.62             inH2O           16:46:16  
   1398             -13.62             inH2O           16:46:17  
   1399             -13.62             inH2O           16:46:18  
   1400             -13.62             inH2O           16:46:19  
   1401             -13.62             inH2O           16:46:20  
   1402             -13.62             inH2O           16:46:21  
   1403             -13.62             inH2O           16:46:22  
   1404             -13.62             inH2O           16:46:23  
   1405             -13.62             inH2O           16:46:24  
   1406             -13.62             inH2O           16:46:25  
   1407             -13.62             inH2O           16:46:26  
   1408             -13.62             inH2O           16:46:27  
   1409             -13.62             inH2O           16:46:28  
   1410             -13.62             inH2O           16:46:29  
   1411             -13.62             inH2O           16:46:30  
   1412             -13.62             inH2O           16:46:31  
   1413             -13.62             inH2O           16:46:32  
   1414             -13.62             inH2O           16:46:33  
   1415             -13.62             inH2O           16:46:34  
   1416             -13.62             inH2O           16:46:35  
   1417             -13.62             inH2O           16:46:36  
   1418             -13.62             inH2O           16:46:37  
   1419             -13.62             inH2O           16:46:38  
   1420             -13.62             inH2O           16:46:39  
   1421             -13.62             inH2O           16:46:40  
   1422             -13.62             inH2O           16:46:41  
   1423             -13.62             inH2O           16:46:42  
   1424             -13.62             inH2O           16:46:43  
   1425             -13.62             inH2O           16:46:44  
   1426             -13.62             inH2O           16:46:45  
   1427             -13.62             inH2O           16:46:46  
   1428             -13.62             inH2O           16:46:47  
   1429             -13.63             inH2O           16:46:48  
   1430             -13.62             inH2O           16:46:49  
   1431             -13.63             inH2O           16:46:50  
   1432             -13.62             inH2O           16:46:51  
   1433             -13.62             inH2O           16:46:52  
   1434             -13.62             inH2O           16:46:53  
   1435             -13.62             inH2O           16:46:54  
   1436             -13.62             inH2O           16:46:55  
   1437             -13.62             inH2O           16:46:56  
   1438             -13.62             inH2O           16:46:57  
   1439             -13.62             inH2O           16:46:58  
   1440             -13.62             inH2O           16:46:59  
   1441             -13.62             inH2O           16:47:00  
   1442             -13.62             inH2O           16:47:01  
   1443             -13.62             inH2O           16:47:02  
   1444             -13.61             inH2O           16:47:03  
   1445             -13.61             inH2O           16:47:04  
   1446             -13.61             inH2O           16:47:05  
   1447             -13.61             inH2O           16:47:06  
   1448             -13.61             inH2O           16:47:07  
   1449             -13.61             inH2O           16:47:08  
   1450             -13.61             inH2O           16:47:09  
   1451             -13.61             inH2O           16:47:10  
   1452             -13.61             inH2O           16:47:11  
   1453             -13.60             inH2O           16:47:12  
   1454             -13.60             inH2O           16:47:13  
   1455             -13.60             inH2O           16:47:14  
   1456             -13.60             inH2O           16:47:15  
   1457             -13.60             inH2O           16:47:16  
   1458             -13.60             inH2O           16:47:17  
   1459             -13.59             inH2O           16:47:18  
   1460             -13.59             inH2O           16:47:19  
   1461             -13.60             inH2O           16:47:20  
   1462             -13.59             inH2O           16:47:21  
   1463             -13.59             inH2O           16:47:22  
   1464             -13.59             inH2O           16:47:23  
   1465             -13.59             inH2O           16:47:24  
   1466             -13.59             inH2O           16:47:25  
   1467             -13.59             inH2O           16:47:26  
   1468             -13.59             inH2O           16:47:27  
   1469             -13.59             inH2O           16:47:28  
   1470             -13.58             inH2O           16:47:29  
   1471             -13.59             inH2O           16:47:30  
   1472             -13.59             inH2O           16:47:31  
   1473             -13.59             inH2O           16:47:32  
   1474             -13.58             inH2O           16:47:33  
   1475             -13.58             inH2O           16:47:34  
   1476             -13.58             inH2O           16:47:35  
   1477             -13.58             inH2O           16:47:36  
   1478             -13.58             inH2O           16:47:37  
   1479             -13.58             inH2O           16:47:38  
   1480             -13.58             inH2O           16:47:39  
   1481             -13.58             inH2O           16:47:40  
   1482             -13.58             inH2O           16:47:41  
   1483             -13.58             inH2O           16:47:42  
   1484             -13.58             inH2O           16:47:43  
   1485             -13.58             inH2O           16:47:44  
   1486             -13.58             inH2O           16:47:45  
   1487             -13.58             inH2O           16:47:46  
   1488             -13.58             inH2O           16:47:47  
   1489             -13.57             inH2O           16:47:48  
   1490             -13.57             inH2O           16:47:49  
   1491             -13.58             inH2O           16:47:50  
   1492             -13.57             inH2O           16:47:51  
   1493             -13.57             inH2O           16:47:52  
   1494             -13.57             inH2O           16:47:53  
   1495             -13.57             inH2O           16:47:54  
   1496             -13.57             inH2O           16:47:55  
   1497             -13.57             inH2O           16:47:56  
   1498             -13.57             inH2O           16:47:57  
   1499             -13.57             inH2O           16:47:58  
   1500             -13.57             inH2O           16:47:59  
   1501             -13.57             inH2O           16:48:00  
   1502             -13.57             inH2O           16:48:01  
   1503             -13.57             inH2O           16:48:02  
   1504             -13.57             inH2O           16:48:03  
   1505             -13.57             inH2O           16:48:04  
   1506             -13.57             inH2O           16:48:05  
   1507             -13.57             inH2O           16:48:06  
   1508             -13.57             inH2O           16:48:07  
   1509             -13.57             inH2O           16:48:08  
   1510             -13.57             inH2O           16:48:09  
   1511             -13.57             inH2O           16:48:10  
   1512             -13.57             inH2O           16:48:11  
   1513             -13.57             inH2O           16:48:12  
   1514             -13.57             inH2O           16:48:13  
   1515             -13.57             inH2O           16:48:14  
   1516             -13.57             inH2O           16:48:15  
   1517             -13.57             inH2O           16:48:16  
   1518             -13.57             inH2O           16:48:17  
   1519             -13.57             inH2O           16:48:18  
   1520             -13.57             inH2O           16:48:19  
   1521             -13.57             inH2O           16:48:20  
   1522             -13.57             inH2O           16:48:21  
   1523             -13.57             inH2O           16:48:22  
   1524             -13.57             inH2O           16:48:23  
   1525             -13.57             inH2O           16:48:24  
   1526             -13.57             inH2O           16:48:25  
   1527             -13.57             inH2O           16:48:26  
   1528             -13.56             inH2O           16:48:27  
   1529             -13.56             inH2O           16:48:28  
   1530             -13.56             inH2O           16:48:29  
   1531             -13.57             inH2O           16:48:30  
   1532             -13.56             inH2O           16:48:31  
   1533             -13.57             inH2O           16:48:32  
   1534             -13.57             inH2O           16:48:33  
   1535             -13.57             inH2O           16:48:34  
   1536             -13.57             inH2O           16:48:35  
   1537             -13.57             inH2O           16:48:36  
   1538             -13.57             inH2O           16:48:37  
   1539             -13.57             inH2O           16:48:38  
   1540             -13.57             inH2O           16:48:39  
   1541             -13.57             inH2O           16:48:40  
   1542             -13.57             inH2O           16:48:41  
   1543             -13.57             inH2O           16:48:42  
   1544             -13.57             inH2O           16:48:43  
   1545             -13.57             inH2O           16:48:44  
   1546             -13.57             inH2O           16:48:45  
   1547             -13.57             inH2O           16:48:46  
   1548             -13.57             inH2O           16:48:47  
   1549             -13.56             inH2O           16:48:48  
   1550             -13.56             inH2O           16:48:49  
   1551             -13.56             inH2O           16:48:50  
   1552             -13.56             inH2O           16:48:51  
   1553             -13.56             inH2O           16:48:52  
   1554             -13.56             inH2O           16:48:53  
   1555             -13.56             inH2O           16:48:54  
   1556             -13.56             inH2O           16:48:55  
   1557             -13.56             inH2O           16:48:56  
   1558             -13.56             inH2O           16:48:57  
   1559             -13.56             inH2O           16:48:58  
   1560             -13.56             inH2O           16:48:59  
   1561             -13.56             inH2O           16:49:00  
   1562             -13.56             inH2O           16:49:01  
   1563             -13.56             inH2O           16:49:02  
   1564             -13.56             inH2O           16:49:03  
   1565             -13.56             inH2O           16:49:04  
   1566             -13.56             inH2O           16:49:05  
   1567             -13.56             inH2O           16:49:06  
   1568             -13.56             inH2O           16:49:07  
   1569             -13.56             inH2O           16:49:08  
   1570             -13.56             inH2O           16:49:09  
   1571             -13.56             inH2O           16:49:10  
   1572             -13.56             inH2O           16:49:11  
   1573             -13.56             inH2O           16:49:12  
   1574             -13.56             inH2O           16:49:13  
   1575             -13.56             inH2O           16:49:14  
   1576             -13.56             inH2O           16:49:15  
   1577             -13.56             inH2O           16:49:16  
   1578             -13.56             inH2O           16:49:17  
   1579             -13.56             inH2O           16:49:18  
   1580             -13.56             inH2O           16:49:19  
   1581             -13.56             inH2O           16:49:20  
   1582             -13.56             inH2O           16:49:21  
   1583             -13.56             inH2O           16:49:22  
   1584             -13.56             inH2O           16:49:23  
   1585             -13.56             inH2O           16:49:24  
   1586             -13.56             inH2O           16:49:25  
   1587             -13.56             inH2O           16:49:26  
   1588             -13.56             inH2O           16:49:27  
   1589             -13.56             inH2O           16:49:28  
   1590             -13.56             inH2O           16:49:29  
   1591             -13.56             inH2O           16:49:30  
   1592             -13.56             inH2O           16:49:31  
   1593             -13.56             inH2O           16:49:32  
   1594             -13.56             inH2O           16:49:33  
   1595             -13.56             inH2O           16:49:34  
   1596             -13.56             inH2O           16:49:35  
   1597             -13.56             inH2O           16:49:36  
   1598             -13.56             inH2O           16:49:37  
   1599             -13.56             inH2O           16:49:38  
   1600             -13.56             inH2O           16:49:39  
   1601             -13.56             inH2O           16:49:40  
   1602             -13.56             inH2O           16:49:41  
   1603             -13.56             inH2O           16:49:42  
   1604             -13.56             inH2O           16:49:43  
   1605             -13.56             inH2O           16:49:44  
   1606             -13.56             inH2O           16:49:45  
   1607             -13.56             inH2O           16:49:46  
   1608             -13.56             inH2O           16:49:47  
   1609             -13.56             inH2O           16:49:48  
   1610             -13.56             inH2O           16:49:49  
   1611             -13.56             inH2O           16:49:50  
   1612             -13.56             inH2O           16:49:51  
   1613             -13.56             inH2O           16:49:52  
   1614             -13.56             inH2O           16:49:53  
   1615             -13.56             inH2O           16:49:54  
   1616             -13.56             inH2O           16:49:55  
   1617             -13.56             inH2O           16:49:56  
   1618             -13.56             inH2O           16:49:57  
   1619             -13.56             inH2O           16:49:58  
   1620             -13.56             inH2O           16:49:59  
   1621             -13.56             inH2O           16:50:00  
   1622             -13.56             inH2O           16:50:01  
   1623             -13.56             inH2O           16:50:02  
   1624             -13.56             inH2O           16:50:03  
   1625             -13.56             inH2O           16:50:04  
   1626             -13.56             inH2O           16:50:05  
   1627             -13.56             inH2O           16:50:06  
   1628             -13.56             inH2O           16:50:07  
   1629             -13.56             inH2O           16:50:08  
   1630             -13.56             inH2O           16:50:09  
   1631             -13.56             inH2O           16:50:10  
   1632             -13.57             inH2O           16:50:11  
   1633             -13.57             inH2O           16:50:12  
   1634             -13.56             inH2O           16:50:13  
   1635             -13.57             inH2O           16:50:14  
   1636             -13.57             inH2O           16:50:15  
   1637             -13.57             inH2O           16:50:16  
   1638             -13.57             inH2O           16:50:17  
   1639             -13.57             inH2O           16:50:18  
   1640             -13.57             inH2O           16:50:19  
   1641             -13.57             inH2O           16:50:20  
   1642             -13.57             inH2O           16:50:21  
   1643             -13.57             inH2O           16:50:22  
   1644             -13.57             inH2O           16:50:23  
   1645             -13.57             inH2O           16:50:24  
   1646             -13.57             inH2O           16:50:25  
   1647             -13.57             inH2O           16:50:26  
   1648             -13.57             inH2O           16:50:27  
   1649             -13.57             inH2O           16:50:28  
   1650             -13.57             inH2O           16:50:29  
   1651             -13.57             inH2O           16:50:30  
   1652             -13.57             inH2O           16:50:31  
   1653             -13.57             inH2O           16:50:32  
   1654             -13.58             inH2O           16:50:33  
   1655             -13.58             inH2O           16:50:34  
   1656             -13.58             inH2O           16:50:35  
   1657             -13.57             inH2O           16:50:36  
   1658             -13.57             inH2O           16:50:37  
   1659             -13.57             inH2O           16:50:38  
   1660             -13.57             inH2O           16:50:39  
   1661             -13.57             inH2O           16:50:40  
   1662             -13.57             inH2O           16:50:41  
   1663             -13.57             inH2O           16:50:42  
   1664             -13.57             inH2O           16:50:43  
   1665             -13.57             inH2O           16:50:44  
   1666             -13.57             inH2O           16:50:45  
   1667             -13.57             inH2O           16:50:46  
   1668             -13.57             inH2O           16:50:47  
   1669             -13.57             inH2O           16:50:48  
   1670             -13.57             inH2O           16:50:49  
   1671             -13.57             inH2O           16:50:50  
   1672             -13.57             inH2O           16:50:51  
   1673             -13.56             inH2O           16:50:52  
   1674             -13.56             inH2O           16:50:53  
   1675             -13.57             inH2O           16:50:54  
   1676             -13.56             inH2O           16:50:55  
   1677             -13.56             inH2O           16:50:56  
   1678             -13.56             inH2O           16:50:57  
   1679             -13.56             inH2O           16:50:58  
   1680             -13.56             inH2O           16:50:59  
   1681             -13.56             inH2O           16:51:00  
   1682             -13.56             inH2O           16:51:01  
   1683             -13.56             inH2O           16:51:02  
   1684             -13.56             inH2O           16:51:03  
   1685             -13.56             inH2O           16:51:04  
   1686             -13.56             inH2O           16:51:05  
   1687             -13.57             inH2O           16:51:06  
   1688             -13.56             inH2O           16:51:07  
   1689             -13.56             inH2O           16:51:08  
   1690             -13.56             inH2O           16:51:09  
   1691             -13.56             inH2O           16:51:10  
   1692             -13.56             inH2O           16:51:11  
   1693             -13.56             inH2O           16:51:12  
   1694             -13.57             inH2O           16:51:13  
   1695             -13.57             inH2O           16:51:14  
   1696             -13.57             inH2O           16:51:15  
   1697             -13.57             inH2O           16:51:16  
   1698             -13.57             inH2O           16:51:17  
   1699             -13.57             inH2O           16:51:18  
   1700             -13.57             inH2O           16:51:19  
   1701             -13.57             inH2O           16:51:20  
   1702             -13.56             inH2O           16:51:21  
   1703             -13.56             inH2O           16:51:22  
   1704             -13.56             inH2O           16:51:23  
   1705             -13.56             inH2O           16:51:24  
   1706             -13.56             inH2O           16:51:25  
   1707             -13.56             inH2O           16:51:26  
   1708             -13.56             inH2O           16:51:27  
   1709             -13.56             inH2O           16:51:28  
   1710             -13.56             inH2O           16:51:29  
   1711             -13.56             inH2O           16:51:30  
   1712             -13.55             inH2O           16:51:31  
   1713             -13.55             inH2O           16:51:32  
   1714             -13.55             inH2O           16:51:33  
   1715             -13.55             inH2O           16:51:34  
   1716             -13.55             inH2O           16:51:35  
   1717             -13.55             inH2O           16:51:36  
   1718             -13.55             inH2O           16:51:37  
   1719             -13.55             inH2O           16:51:38  
   1720             -13.55             inH2O           16:51:39  
   1721             -13.55             inH2O           16:51:40  
   1722             -13.55             inH2O           16:51:41  
   1723             -13.55             inH2O           16:51:42  
   1724             -13.55             inH2O           16:51:43  
   1725             -13.55             inH2O           16:51:44  
   1726             -13.55             inH2O           16:51:45  
   1727             -13.55             inH2O           16:51:46  
   1728             -13.55             inH2O           16:51:47  
   1729             -13.55             inH2O           16:51:48  
   1730             -13.55             inH2O           16:51:49  
   1731             -13.55             inH2O           16:51:50  
   1732             -13.55             inH2O           16:51:51  
   1733             -13.55             inH2O           16:51:52  
   1734             -13.55             inH2O           16:51:53  
   1735             -13.55             inH2O           16:51:54  
   1736             -13.55             inH2O           16:51:55  
   1737             -13.55             inH2O           16:51:56  
   1738             -13.55             inH2O           16:51:57  
   1739             -13.55             inH2O           16:51:58  
   1740             -13.55             inH2O           16:51:59  
   1741             -13.55             inH2O           16:52:00  
   1742             -13.55             inH2O           16:52:01  
   1743             -13.55             inH2O           16:52:02  
   1744             -13.55             inH2O           16:52:03  
   1745             -13.55             inH2O           16:52:04  
   1746             -13.55             inH2O           16:52:05  
   1747             -13.55             inH2O           16:52:06  
   1748             -13.55             inH2O           16:52:07  
   1749             -13.55             inH2O           16:52:08  
   1750             -13.55             inH2O           16:52:09  
   1751             -13.55             inH2O           16:52:10  
   1752             -13.55             inH2O           16:52:11  
   1753             -13.55             inH2O           16:52:12  
   1754             -13.55             inH2O           16:52:13  
   1755             -13.55             inH2O           16:52:14  
   1756             -13.55             inH2O           16:52:15  
   1757             -13.55             inH2O           16:52:16  
   1758             -13.55             inH2O           16:52:17  
   1759             -13.55             inH2O           16:52:18  
   1760             -13.55             inH2O           16:52:19  
   1761             -13.55             inH2O           16:52:20  
   1762             -13.55             inH2O           16:52:21  
   1763             -13.55             inH2O           16:52:22  
   1764             -13.55             inH2O           16:52:23  
   1765             -13.55             inH2O           16:52:24  
   1766             -13.55             inH2O           16:52:25  
   1767             -13.55             inH2O           16:52:26  
   1768             -13.55             inH2O           16:52:27  
   1769             -13.55             inH2O           16:52:28  
   1770             -13.55             inH2O           16:52:29  
   1771             -13.55             inH2O           16:52:30  
   1772             -13.55             inH2O           16:52:31  
   1773             -13.55             inH2O           16:52:32  
   1774             -13.55             inH2O           16:52:33  
   1775             -13.55             inH2O           16:52:34  
   1776             -13.55             inH2O           16:52:35  
   1777             -13.55             inH2O           16:52:36  
   1778             -13.55             inH2O           16:52:37  
   1779             -13.55             inH2O           16:52:38  
   1780             -13.55             inH2O           16:52:39  
   1781             -13.55             inH2O           16:52:40  
   1782             -13.55             inH2O           16:52:41  
   1783             -13.55             inH2O           16:52:42  
   1784             -13.55             inH2O           16:52:43  
   1785             -13.55             inH2O           16:52:44  
   1786             -13.55             inH2O           16:52:45  
   1787             -13.55             inH2O           16:52:46  
   1788             -13.55             inH2O           16:52:47  
   1789             -13.55             inH2O           16:52:48  
   1790             -13.55             inH2O           16:52:49  
   1791             -13.55             inH2O           16:52:50  
   1792             -13.55             inH2O           16:52:51  
   1793             -13.55             inH2O           16:52:52  
   1794             -13.55             inH2O           16:52:53  
   1795             -13.55             inH2O           16:52:54  
   1796             -13.55             inH2O           16:52:55  
   1797             -13.55             inH2O           16:52:56  
   1798             -13.55             inH2O           16:52:57  
   1799             -13.55             inH2O           16:52:58  
   1800             -13.55             inH2O           16:52:59  
   1801             -13.55             inH2O           16:53:00  
   1802             -13.55             inH2O           16:53:01  
   1803             -13.55             inH2O           16:53:02  
   1804             -13.55             inH2O           16:53:03  
   1805             -13.55             inH2O           16:53:04  
   1806             -13.55             inH2O           16:53:05  
   1807             -13.55             inH2O           16:53:06  
   1808             -13.55             inH2O           16:53:07  
   1809             -13.55             inH2O           16:53:08  
   1810             -13.55             inH2O           16:53:09  
   1811             -13.55             inH2O           16:53:10  
   1812             -13.55             inH2O           16:53:11  
   1813             -13.55             inH2O           16:53:12  
   1814             -13.55             inH2O           16:53:13  
   1815             -13.55             inH2O           16:53:14  
   1816             -13.55             inH2O           16:53:15  
   1817             -13.55             inH2O           16:53:16  
   1818             -13.55             inH2O           16:53:17  
   1819             -13.55             inH2O           16:53:18  
   1820             -13.55             inH2O           16:53:19  
   1821             -13.55             inH2O           16:53:20  
   1822             -13.55             inH2O           16:53:21  
   1823             -13.55             inH2O           16:53:22  
   1824             -13.55             inH2O           16:53:23  
   1825             -13.55             inH2O           16:53:24  
   1826             -13.55             inH2O           16:53:25  
   1827             -13.55             inH2O           16:53:26  
   1828             -13.55             inH2O           16:53:27  
   1829             -13.55             inH2O           16:53:28  
   1830             -13.55             inH2O           16:53:29  
   1831             -13.55             inH2O           16:53:30  
   1832             -13.56             inH2O           16:53:31  
   1833             -13.56             inH2O           16:53:32  
   1834             -13.56             inH2O           16:53:33  
   1835             -13.55             inH2O           16:53:34  
   1836             -13.55             inH2O           16:53:35  
   1837             -13.55             inH2O           16:53:36  
   1838             -13.55             inH2O           16:53:37  
   1839             -13.55             inH2O           16:53:38  
   1840             -13.55             inH2O           16:53:39  
   1841             -13.55             inH2O           16:53:40  
   1842             -13.55             inH2O           16:53:41  
   1843             -13.55             inH2O           16:53:42  
   1844             -13.55             inH2O           16:53:43  
   1845             -13.56             inH2O           16:53:44  
   1846             -13.56             inH2O           16:53:45  
   1847             -13.56             inH2O           16:53:46  
   1848             -13.56             inH2O           16:53:47  
   1849             -13.56             inH2O           16:53:48  
   1850             -13.56             inH2O           16:53:49  
   1851             -13.56             inH2O           16:53:50  
   1852             -13.56             inH2O           16:53:51  
   1853             -13.56             inH2O           16:53:52  
   1854             -13.56             inH2O           16:53:53  
   1855             -13.56             inH2O           16:53:54  
   1856             -13.56             inH2O           16:53:55  
   1857             -13.56             inH2O           16:53:56  
   1858             -13.57             inH2O           16:53:57  
   1859             -13.57             inH2O           16:53:58  
   1860             -13.57             inH2O           16:53:59  
   1861             -13.57             inH2O           16:54:00  
   1862             -13.57             inH2O           16:54:01  
   1863             -13.56             inH2O           16:54:02  
   1864             -13.56             inH2O           16:54:03  
   1865             -13.56             inH2O           16:54:04  
   1866             -13.56             inH2O           16:54:05  
   1867             -13.57             inH2O           16:54:06  
   1868             -13.57             inH2O           16:54:07  
   1869             -13.57             inH2O           16:54:08  
   1870             -13.57             inH2O           16:54:09  
   1871             -13.57             inH2O           16:54:10  
   1872             -13.57             inH2O           16:54:11  
   1873             -13.57             inH2O           16:54:12  
   1874             -13.57             inH2O           16:54:13  
   1875             -13.58             inH2O           16:54:14  
   1876             -13.59             inH2O           16:54:15  
   1877             -13.59             inH2O           16:54:16  
   1878             -13.59             inH2O           16:54:17  
   1879             -13.59             inH2O           16:54:18  
   1880             -13.59             inH2O           16:54:19  
   1881             -13.59             inH2O           16:54:20  
   1882             -13.59             inH2O           16:54:21  
   1883             -13.59             inH2O           16:54:22  
   1884             -13.59             inH2O           16:54:23  
   1885             -13.59             inH2O           16:54:24  
   1886             -13.59             inH2O           16:54:25  
   1887             -13.59             inH2O           16:54:26  
   1888             -13.59             inH2O           16:54:27  
   1889             -13.59             inH2O           16:54:28  
   1890             -13.60             inH2O           16:54:29  
   1891             -13.62             inH2O           16:54:30  
   1892             -13.63             inH2O           16:54:31  
   1893             -13.60             inH2O           16:54:32  
   1894             -13.59             inH2O           16:54:33  
   1895             -13.59             inH2O           16:54:34  
   1896             -13.59             inH2O           16:54:35  
   1897             -13.58             inH2O           16:54:36  
   1898             -13.58             inH2O           16:54:37  
   1899             -13.59             inH2O           16:54:38  
   1900             -13.59             inH2O           16:54:39  
   1901             -13.58             inH2O           16:54:40  
   1902             -13.59             inH2O           16:54:41  
   1903             -13.59             inH2O           16:54:42  
   1904             -13.59             inH2O           16:54:43  
   1905             -13.58             inH2O           16:54:44  
   1906             -13.58             inH2O           16:54:45  
   1907             -13.58             inH2O           16:54:46  
   1908             -13.58             inH2O           16:54:47  
   1909             -13.58             inH2O           16:54:48  
   1910             -13.58             inH2O           16:54:49  
   1911             -13.58             inH2O           16:54:50  
   1912             -13.58             inH2O           16:54:51  
   1913             -13.58             inH2O           16:54:52  
   1914             -13.58             inH2O           16:54:53  
   1915             -13.58             inH2O           16:54:54  
   1916             -13.58             inH2O           16:54:55  
   1917             -13.58             inH2O           16:54:56  
   1918             -13.58             inH2O           16:54:57  
   1919             -13.58             inH2O           16:54:58  
   1920             -13.58             inH2O           16:54:59  
   1921             -13.58             inH2O           16:55:00  
   1922             -13.58             inH2O           16:55:01  
   1923             -13.58             inH2O           16:55:02  
   1924             -13.58             inH2O           16:55:03  
   1925             -13.58             inH2O           16:55:04  
   1926             -13.58             inH2O           16:55:05  
   1927             -13.58             inH2O           16:55:06  
   1928             -13.58             inH2O           16:55:07  
   1929             -13.58             inH2O           16:55:08  
   1930             -13.58             inH2O           16:55:09  
   1931             -13.58             inH2O           16:55:10  
   1932             -13.58             inH2O           16:55:11  
   1933             -13.58             inH2O           16:55:12  
   1934             -13.58             inH2O           16:55:13  
   1935             -13.58             inH2O           16:55:14  
   1936             -13.58             inH2O           16:55:15  
   1937             -13.59             inH2O           16:55:16  
   1938             -13.59             inH2O           16:55:17  
   1939             -13.59             inH2O           16:55:18  
   1940             -13.59             inH2O           16:55:19  
   1941             -13.59             inH2O           16:55:20  
   1942             -13.59             inH2O           16:55:21  
   1943             -13.59             inH2O           16:55:22  
   1944             -13.58             inH2O           16:55:23  
   1945             -13.58             inH2O           16:55:24  
   1946             -13.58             inH2O           16:55:25  
   1947             -13.58             inH2O           16:55:26  
   1948             -13.58             inH2O           16:55:27  
   1949             -13.58             inH2O           16:55:28  
   1950             -13.58             inH2O           16:55:29  
   1951             -13.58             inH2O           16:55:30  
   1952             -13.58             inH2O           16:55:31  
   1953             -13.58             inH2O           16:55:32  
   1954             -13.58             inH2O           16:55:33  
   1955             -13.58             inH2O           16:55:34  
   1956             -13.58             inH2O           16:55:35  
   1957             -13.58             inH2O           16:55:36  
   1958             -13.58             inH2O           16:55:37  
   1959             -13.58             inH2O           16:55:38  
   1960             -13.58             inH2O           16:55:39  
   1961             -13.58             inH2O           16:55:40  
   1962             -13.58             inH2O           16:55:41  
   1963             -13.58             inH2O           16:55:42  
   1964             -13.58             inH2O           16:55:43  
   1965             -13.58             inH2O           16:55:44  
